"condition","environment","groupID","subjectID","groupSize","averagePerformance","optimalChoiceRate","optimalChoiceCount","totalRoundNum","taskDifficulty","groupSize_standerized","groupSize_centralized","groupSize_standerized2","groupSize_centralized2","choiceCount_poor","choiceCount_good1","choiceCount_good2","average_entropy","average_gini","amazonID","alpha","beta","soc_raw","soc_change","soc2","soc70","theta","low_alpha","low_beta","low_soc_raw","low_soc_change","low_soc2","low_theta","high_alpha","high_beta","high_soc_raw","high_soc_change","high_soc2","high_theta","alpha_25","beta_25","soc_raw_25","soc_change_25","soc2_25","theta_25","alpha_75","beta_75","soc_raw_75","soc_change_75","soc2_75","theta_75","annealing","annealing_25","annealing_75","high_annealing","low_annealing","smallestWaicModel","frequency_dependence_4","male_female_other","age","average_copy_rate","average_invTemp"
5,"environment 2","subRoom5_5_2","A22GVUGZ3FI2CY",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,0,0,0,NA,NA,"A22GVUGZ3FI2CY",0.180242077788872,1.06286466940456,-2.25869984425679,-2.22912254904362,0.0900214920863899,0.0112071338918419,2.57587458726192,0.000260246023422257,-0.763036701802743,-6.38385079776958,-13.7953578004306,0.00124173239278491,-6.92575866720879,0.974656418514344,2.84630645391548,0.541992930175475,6.00170508256297,0.592990378630605,13.3415908438653,0.0297524584089059,0.546630985600868,-3.41800268583704,-5.09882077031616,0.0287371714223674,-0.362240824405477,0.34037657193837,1.58691894550484,-1.23371862341993,0.550304677203861,0.213684143080012,5.36858409756494,1.87433250607124,0.202525096469565,3.39649725069487,7.30837083192011,-3.74714380043399,"UNC6_sReduc_ann","Random-copying",2,28,0.0409096143550812,1.87635952542995
5,"e1+e2","subRoom5_5_2","A22GVUGZ3FI2CY",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,6,7,18,0.804596685810579,0.240467068053275,"A22GVUGZ3FI2CY",0.180242077788872,1.06286466940456,-2.25869984425679,-2.22912254904362,0.0900214920863899,0.0112071338918419,2.57587458726192,0.000260246023422257,-0.763036701802743,-6.38385079776958,-13.7953578004306,0.00124173239278491,-6.92575866720879,0.974656418514344,2.84630645391548,0.541992930175475,6.00170508256297,0.592990378630605,13.3415908438653,0.0297524584089059,0.546630985600868,-3.41800268583704,-5.09882077031616,0.0287371714223674,-0.362240824405477,0.34037657193837,1.58691894550484,-1.23371862341993,0.550304677203861,0.213684143080012,5.36858409756494,1.87433250607124,0.202525096469565,3.39649725069487,7.30837083192011,-3.74714380043399,"UNC6_sReduc_ann","Random-copying",2,28,0.0409096143550812,1.87635952542995
5,"environment 1","subRoom5_5_2","A2SOIM4WLD64YC",9,1.3,0.3,9,30,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,10,9,11,0.799408918075573,0.244293272864701,"A2SOIM4WLD64YC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNC6_sReduc_ann","--",2,26,NA,NA
5,"environment 2","subRoom5_5_2","A2SOIM4WLD64YC",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,0,0,0,NA,NA,"A2SOIM4WLD64YC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNC6_sReduc_ann","--",2,26,NA,NA
5,"e1+e2","subRoom5_5_2","A2SOIM4WLD64YC",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,10,9,11,0.799408918075573,0.244293272864701,"A2SOIM4WLD64YC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNC6_sReduc_ann","--",2,26,NA,NA
5,"environment 1","subRoom5_5_2","A33YX15T1HYFMW",9,1.2258064516129,0.225806451612903,7,31,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,10,7,14,0.804596685810579,0.240467068053275,"A33YX15T1HYFMW",0.716954042263921,1.0004765095362,-2.55837593214439,-2.41494434267284,0.067922378718409,0.00657073673661388,2.15167584303529,0.00155325574514382,-0.506743838005275,-7.2585377910125,-14.7668445289816,0.0006841402424687,-7.48733809683577,0.999024943318459,2.43988658032837,0.204627044524084,6.42568848698433,0.509192116498298,12.2036721693046,0.456015892125391,0.49375508788318,-3.68927798587838,-5.28699992280804,0.0226172155724313,-0.0474735414298417,0.91954845245523,1.4276962824209,-1.60756161785018,0.538181705037372,0.154432849909775,4.82542222019405,2.57117023878799,0.938213415583316,4.05172962126497,7.61766663914792,-2.6685526842611,"UNC6_sReduc_ann","Random-copying",2,56,0.027770975271215,2.22115596762813
5,"environment 2","subRoom5_5_2","A33YX15T1HYFMW",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,0,0,0,NA,NA,"A33YX15T1HYFMW",0.716954042263921,1.0004765095362,-2.55837593214439,-2.41494434267284,0.067922378718409,0.00657073673661388,2.15167584303529,0.00155325574514382,-0.506743838005275,-7.2585377910125,-14.7668445289816,0.0006841402424687,-7.48733809683577,0.999024943318459,2.43988658032837,0.204627044524084,6.42568848698433,0.509192116498298,12.2036721693046,0.456015892125391,0.49375508788318,-3.68927798587838,-5.28699992280804,0.0226172155724313,-0.0474735414298417,0.91954845245523,1.4276962824209,-1.60756161785018,0.538181705037372,0.154432849909775,4.82542222019405,2.57117023878799,0.938213415583316,4.05172962126497,7.61766663914792,-2.6685526842611,"UNC6_sReduc_ann","Random-copying",2,56,0.027770975271215,2.22115596762813
5,"e1+e2","subRoom5_5_2","A33YX15T1HYFMW",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,10,7,14,0.804596685810579,0.240467068053275,"A33YX15T1HYFMW",0.716954042263921,1.0004765095362,-2.55837593214439,-2.41494434267284,0.067922378718409,0.00657073673661388,2.15167584303529,0.00155325574514382,-0.506743838005275,-7.2585377910125,-14.7668445289816,0.0006841402424687,-7.48733809683577,0.999024943318459,2.43988658032837,0.204627044524084,6.42568848698433,0.509192116498298,12.2036721693046,0.456015892125391,0.49375508788318,-3.68927798587838,-5.28699992280804,0.0226172155724313,-0.0474735414298417,0.91954845245523,1.4276962824209,-1.60756161785018,0.538181705037372,0.154432849909775,4.82542222019405,2.57117023878799,0.938213415583316,4.05172962126497,7.61766663914792,-2.6685526842611,"UNC6_sReduc_ann","Random-copying",2,56,0.027770975271215,2.22115596762813
5,"environment 1","subRoom5_5_2","AENW881YO2H8S",9,1.29032258064516,0.290322580645161,9,31,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,10,9,12,0.804596685810579,0.240467068053275,"AENW881YO2H8S",0.97443174232122,1.41359824125795,-2.84577667710249,-1.88426157652504,0.0524234269101086,0.00703814905963264,2.59680839936751,0.718406600884899,0.276884833563111,-7.99925318693302,-13.7991732244345,0.000331129352588682,-6.41095150345945,0.999998608973004,2.72630540052928,-0.303941268132679,7.78401838602005,0.382861334129483,11.8987436285857,0.923106171151667,1.00630606247796,-3.88193427064524,-5.44108674781941,0.0195115078561845,0.116853030653349,0.99527462646496,1.84936818790611,-1.92135679650665,1.43742058925479,0.119121055688757,4.99689824132594,2.89635773102415,1.50719110214056,4.41593450709383,7.98428105476272,-1.48303148586346,"UNC6_sReduc_ann","Pos-freq-dep",2,32,0.0236843697484849,2.88708791964374
5,"environment 2","subRoom5_5_2","AENW881YO2H8S",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,0,0,0,NA,NA,"AENW881YO2H8S",0.97443174232122,1.41359824125795,-2.84577667710249,-1.88426157652504,0.0524234269101086,0.00703814905963264,2.59680839936751,0.718406600884899,0.276884833563111,-7.99925318693302,-13.7991732244345,0.000331129352588682,-6.41095150345945,0.999998608973004,2.72630540052928,-0.303941268132679,7.78401838602005,0.382861334129483,11.8987436285857,0.923106171151667,1.00630606247796,-3.88193427064524,-5.44108674781941,0.0195115078561845,0.116853030653349,0.99527462646496,1.84936818790611,-1.92135679650665,1.43742058925479,0.119121055688757,4.99689824132594,2.89635773102415,1.50719110214056,4.41593450709383,7.98428105476272,-1.48303148586346,"UNC6_sReduc_ann","Pos-freq-dep",2,32,0.0236843697484849,2.88708791964374
5,"e1+e2","subRoom5_5_2","AENW881YO2H8S",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,10,9,12,0.804596685810579,0.240467068053275,"AENW881YO2H8S",0.97443174232122,1.41359824125795,-2.84577667710249,-1.88426157652504,0.0524234269101086,0.00703814905963264,2.59680839936751,0.718406600884899,0.276884833563111,-7.99925318693302,-13.7991732244345,0.000331129352588682,-6.41095150345945,0.999998608973004,2.72630540052928,-0.303941268132679,7.78401838602005,0.382861334129483,11.8987436285857,0.923106171151667,1.00630606247796,-3.88193427064524,-5.44108674781941,0.0195115078561845,0.116853030653349,0.99527462646496,1.84936818790611,-1.92135679650665,1.43742058925479,0.119121055688757,4.99689824132594,2.89635773102415,1.50719110214056,4.41593450709383,7.98428105476272,-1.48303148586346,"UNC6_sReduc_ann","Pos-freq-dep",2,32,0.0236843697484849,2.88708791964374
5,"environment 1","subRoom5_5_2","AJMJ2GT1H7CY",9,1.48387096774194,0.483870967741935,15,31,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,7,15,9,0.773621533621522,0.244293272864701,"AJMJ2GT1H7CY",0.915694033445132,0.724976156029524,-2.70983733051535,-2.88918772393794,0.0575144817772649,0.0036758614623183,1.3972107999836,0.00433628313184397,-0.466995312065709,-7.80675928224785,-14.499043333945,0.000394430067582115,-8.60261867510187,0.999905445560125,2.1522844664144,0.455584403793783,5.97252011121292,0.560342146878229,12.2811637962033,0.717150289694419,0.334831468403929,-3.91429366484978,-5.64258373101988,0.0181597540907826,-0.970341057148101,0.983246714036872,1.15161032483345,-1.71475513606022,0.0575308914093595,0.140361347277815,4.52108885739511,2.06646115614574,0.763040214311018,3.34668295079326,6.18664177872921,-1.72615683840376,"UNC6_sReduc_ann","Random-copying",NA,NA,0.0207937649227586,1.73817519568212
5,"environment 2","subRoom5_5_2","AJMJ2GT1H7CY",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,0,0,0,NA,NA,"AJMJ2GT1H7CY",0.915694033445132,0.724976156029524,-2.70983733051535,-2.88918772393794,0.0575144817772649,0.0036758614623183,1.3972107999836,0.00433628313184397,-0.466995312065709,-7.80675928224785,-14.499043333945,0.000394430067582115,-8.60261867510187,0.999905445560125,2.1522844664144,0.455584403793783,5.97252011121292,0.560342146878229,12.2811637962033,0.717150289694419,0.334831468403929,-3.91429366484978,-5.64258373101988,0.0181597540907826,-0.970341057148101,0.983246714036872,1.15161032483345,-1.71475513606022,0.0575308914093595,0.140361347277815,4.52108885739511,2.06646115614574,0.763040214311018,3.34668295079326,6.18664177872921,-1.72615683840376,"UNC6_sReduc_ann","Random-copying",NA,NA,0.0207937649227586,1.73817519568212
5,"e1+e2","subRoom5_5_2","AJMJ2GT1H7CY",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,7,15,9,0.773621533621522,0.244293272864701,"AJMJ2GT1H7CY",0.915694033445132,0.724976156029524,-2.70983733051535,-2.88918772393794,0.0575144817772649,0.0036758614623183,1.3972107999836,0.00433628313184397,-0.466995312065709,-7.80675928224785,-14.499043333945,0.000394430067582115,-8.60261867510187,0.999905445560125,2.1522844664144,0.455584403793783,5.97252011121292,0.560342146878229,12.2811637962033,0.717150289694419,0.334831468403929,-3.91429366484978,-5.64258373101988,0.0181597540907826,-0.970341057148101,0.983246714036872,1.15161032483345,-1.71475513606022,0.0575308914093595,0.140361347277815,4.52108885739511,2.06646115614574,0.763040214311018,3.34668295079326,6.18664177872921,-1.72615683840376,"UNC6_sReduc_ann","Random-copying",NA,NA,0.0207937649227586,1.73817519568212
5,"environment 1","subRoom5_5_2","ARIY7R4C3ZUIO",9,1.20689655172414,0.206896551724138,6,29,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,10,6,13,0.838625216801845,0.23318216175359,"ARIY7R4C3ZUIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNC6_sReduc_ann","--",2,31,NA,NA
5,"environment 2","subRoom5_5_2","ARIY7R4C3ZUIO",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,0,0,0,NA,NA,"ARIY7R4C3ZUIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNC6_sReduc_ann","--",2,31,NA,NA
5,"e1+e2","subRoom5_5_2","ARIY7R4C3ZUIO",9,NA,NA,NA,NA,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,10,6,13,0.838625216801845,0.23318216175359,"ARIY7R4C3ZUIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNC6_sReduc_ann","--",2,31,NA,NA
5,"environment 1","subRoom5_5_3","A155KQLJIVHGCL",9,1.20512820512821,0.205128205128205,8,39,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,9,8,22,0.872260881290269,0.217348927875244,"A155KQLJIVHGCL",0.0143826740625013,1.21833223185763,-2.69760420178654,-2.31912400316073,0.0588798171789907,0.00566337053716192,1.9684922045515,5.44217864429397e-05,-1.06413784245109,-7.54217731014899,-15.5216580309744,0.000427914451782014,-5.76204492422571,0.948776203150721,3.34947427010186,0.781508851006221,6.3161294553226,0.670255565809444,11.8302147491588,0.00367983907361323,0.599748429841004,-3.7933311679505,-5.57139582142289,0.0207845123351279,0.223304163156865,0.0710353631124363,1.80877935231165,-1.70002519446482,0.700985728972444,0.147523812561816,4.8873954294127,1.38532549646005,0.0648497549557905,3.21661456854435,7.84368544200322,-2.20965161417078,"UNC6_sReduc_ann","Pos-freq-dep",2,20,0.0227713831945518,1.82183761070826
5,"environment 2","subRoom5_5_3","A155KQLJIVHGCL",9,2.16666666666667,0.466666666666667,14,30,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,9,7,14,0.87076033045248,0.220061728395062,"A155KQLJIVHGCL",0.0143826740625013,1.21833223185763,-2.69760420178654,-2.31912400316073,0.0588798171789907,0.00566337053716192,1.9684922045515,5.44217864429397e-05,-1.06413784245109,-7.54217731014899,-15.5216580309744,0.000427914451782014,-5.76204492422571,0.948776203150721,3.34947427010186,0.781508851006221,6.3161294553226,0.670255565809444,11.8302147491588,0.00367983907361323,0.599748429841004,-3.7933311679505,-5.57139582142289,0.0207845123351279,0.223304163156865,0.0710353631124363,1.80877935231165,-1.70002519446482,0.700985728972444,0.147523812561816,4.8873954294127,1.38532549646005,0.0648497549557905,3.21661456854435,7.84368544200322,-2.20965161417078,"UNC6_sReduc_ann","Pos-freq-dep",2,20,0.0227713831945518,1.82183761070826
5,"e1+e2","subRoom5_5_3","A155KQLJIVHGCL",9,1.6231884057971,0.318840579710145,22,69,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,18,15,36,0.871608467882534,0.218545751633987,"A155KQLJIVHGCL",0.0143826740625013,1.21833223185763,-2.69760420178654,-2.31912400316073,0.0588798171789907,0.00566337053716192,1.9684922045515,5.44217864429397e-05,-1.06413784245109,-7.54217731014899,-15.5216580309744,0.000427914451782014,-5.76204492422571,0.948776203150721,3.34947427010186,0.781508851006221,6.3161294553226,0.670255565809444,11.8302147491588,0.00367983907361323,0.599748429841004,-3.7933311679505,-5.57139582142289,0.0207845123351279,0.223304163156865,0.0710353631124363,1.80877935231165,-1.70002519446482,0.700985728972444,0.147523812561816,4.8873954294127,1.38532549646005,0.0648497549557905,3.21661456854435,7.84368544200322,-2.20965161417078,"UNC6_sReduc_ann","Pos-freq-dep",2,20,0.0227713831945518,1.82183761070826
5,"environment 1","subRoom5_5_3","A1DY3EW6Q0B5K5",9,1.30769230769231,0.307692307692308,12,39,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,10,12,17,0.86287985315622,0.225341130604288,"A1DY3EW6Q0B5K5",0.156152622528052,0.974333946090452,-2.28639166788364,-2.56115230485829,0.0844311760986561,0.00542775362529424,0.21414695520817,1.06053716247601e-06,-1.08114074373446,-7.23007818629867,-14.6798905137917,0.000694219460300518,-9.94352278811014,0.999491241997584,2.76604815685626,1.11022061008862,7.39599259094689,0.740810664299455,12.0621129128521,0.0026510249091718,0.42303075229257,-3.45396824889634,-5.53115899258618,0.0285982475219071,-1.90709222813506,0.843373760283056,1.49695564333674,-1.1984456201336,-0.128903185060588,0.213358795999711,3.96688715684282,0.503093558542489,-0.858690545071513,2.77595163274916,7.11682654326932,-3.15199577978079,"UNC6_sReduc_ann","Random-copying",2,34,0.0294676956735587,0.944888469310064
5,"environment 2","subRoom5_5_3","A1DY3EW6Q0B5K5",9,2.03448275862069,0.310344827586207,9,29,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,8,12,9,0.87049871754526,0.219987228607918,"A1DY3EW6Q0B5K5",0.156152622528052,0.974333946090452,-2.28639166788364,-2.56115230485829,0.0844311760986561,0.00542775362529424,0.21414695520817,1.06053716247601e-06,-1.08114074373446,-7.23007818629867,-14.6798905137917,0.000694219460300518,-9.94352278811014,0.999491241997584,2.76604815685626,1.11022061008862,7.39599259094689,0.740810664299455,12.0621129128521,0.0026510249091718,0.42303075229257,-3.45396824889634,-5.53115899258618,0.0285982475219071,-1.90709222813506,0.843373760283056,1.49695564333674,-1.1984456201336,-0.128903185060588,0.213358795999711,3.96688715684282,0.503093558542489,-0.858690545071513,2.77595163274916,7.11682654326932,-3.15199577978079,"UNC6_sReduc_ann","Random-copying",2,34,0.0294676956735587,0.944888469310064
5,"e1+e2","subRoom5_5_3","A1DY3EW6Q0B5K5",9,1.61764705882353,0.308823529411765,21,68,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,18,24,26,0.866129074733899,0.223023770038695,"A1DY3EW6Q0B5K5",0.156152622528052,0.974333946090452,-2.28639166788364,-2.56115230485829,0.0844311760986561,0.00542775362529424,0.21414695520817,1.06053716247601e-06,-1.08114074373446,-7.23007818629867,-14.6798905137917,0.000694219460300518,-9.94352278811014,0.999491241997584,2.76604815685626,1.11022061008862,7.39599259094689,0.740810664299455,12.0621129128521,0.0026510249091718,0.42303075229257,-3.45396824889634,-5.53115899258618,0.0285982475219071,-1.90709222813506,0.843373760283056,1.49695564333674,-1.1984456201336,-0.128903185060588,0.213358795999711,3.96688715684282,0.503093558542489,-0.858690545071513,2.77595163274916,7.11682654326932,-3.15199577978079,"UNC6_sReduc_ann","Random-copying",2,34,0.0294676956735587,0.944888469310064
5,"environment 1","subRoom5_5_3","A1WT1SR4ZGR14G",9,1.92307692307692,0.923076923076923,36,39,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,2,36,1,0.864262645674581,0.221832358674464,"A1WT1SR4ZGR14G",0.195082452140456,2.17898369890708,-2.85376916137348,-5.13486245052964,0.0460694135872263,0.000256988717433678,3.43617549785581,0.0499859797923472,0.7024459037579,-8.52491451348813,-19.0405864474837,0.000184765066243048,-5.34152346925653,0.47409375035859,4.96343359453293,0.121374886610615,1.24045904912001,0.455728944558377,13.9150963278116,0.127510021940018,1.65246594194858,-4.16329209397002,-8.31507002426863,0.0134501735233734,1.32389238501233,0.27566252346837,2.84037378853018,-1.77808708807554,-2.80696013350252,0.117695045898405,5.84105718776177,5.1216611448816,3.42024495527298,7.24453066218554,15.9760123181816,0.860222256898386,"UNC6_sReduc_ann","Pos-freq-dep",1,31,0.00932412402394221,4.89075213019476
5,"environment 2","subRoom5_5_3","A1WT1SR4ZGR14G",9,2,0,0,30,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,0,30,0,0.87076033045248,0.220061728395062,"A1WT1SR4ZGR14G",0.195082452140456,2.17898369890708,-2.85376916137348,-5.13486245052964,0.0460694135872263,0.000256988717433678,3.43617549785581,0.0499859797923472,0.7024459037579,-8.52491451348813,-19.0405864474837,0.000184765066243048,-5.34152346925653,0.47409375035859,4.96343359453293,0.121374886610615,1.24045904912001,0.455728944558377,13.9150963278116,0.127510021940018,1.65246594194858,-4.16329209397002,-8.31507002426863,0.0134501735233734,1.32389238501233,0.27566252346837,2.84037378853018,-1.77808708807554,-2.80696013350252,0.117695045898405,5.84105718776177,5.1216611448816,3.42024495527298,7.24453066218554,15.9760123181816,0.860222256898386,"UNC6_sReduc_ann","Pos-freq-dep",1,31,0.00932412402394221,4.89075213019476
5,"e1+e2","subRoom5_5_3","A1WT1SR4ZGR14G",9,1.95652173913043,0.521739130434783,36,69,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,2,66,1,0.867087726012798,0.221051198257081,"A1WT1SR4ZGR14G",0.195082452140456,2.17898369890708,-2.85376916137348,-5.13486245052964,0.0460694135872263,0.000256988717433678,3.43617549785581,0.0499859797923472,0.7024459037579,-8.52491451348813,-19.0405864474837,0.000184765066243048,-5.34152346925653,0.47409375035859,4.96343359453293,0.121374886610615,1.24045904912001,0.455728944558377,13.9150963278116,0.127510021940018,1.65246594194858,-4.16329209397002,-8.31507002426863,0.0134501735233734,1.32389238501233,0.27566252346837,2.84037378853018,-1.77808708807554,-2.80696013350252,0.117695045898405,5.84105718776177,5.1216611448816,3.42024495527298,7.24453066218554,15.9760123181816,0.860222256898386,"UNC6_sReduc_ann","Pos-freq-dep",1,31,0.00932412402394221,4.89075213019476
5,"environment 1","subRoom5_5_3","A2LQ33BQ8G259D",9,1.2,0.2,8,40,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,15,8,17,0.866086843613119,0.221272554605888,"A2LQ33BQ8G259D",0.601324973581827,1.0042892864621,-2.28758270443164,-2.0174913589726,0.0853005372911881,0.0120685116360536,1.08628219397846,0.314583009912937,-0.263490059050282,-6.62071808712618,-13.3474297834562,0.0012747179237866,-5.87256678470897,0.991651722221441,2.65092590245945,0.360972364458473,3.57508688576983,0.548332146745452,10.2488475844626,0.484010852372026,0.59410855149436,-3.51246174425437,-5.23257251480638,0.0278788732990997,-0.0310732330874591,0.747207564989549,1.4060162054112,-1.34742150323061,0.390701708310034,0.195365786512536,3.52609124634921,2.14926379608908,1.25597901022918,3.3092566545365,7.59443859424607,-0.354161232142097,"UNC6_sReduc_ann","Random-copying",1,40,0.0361755444584668,2.02820939099056
5,"environment 2","subRoom5_5_3","A2LQ33BQ8G259D",9,2.7,0.766666666666667,23,30,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,2,5,23,0.87076033045248,0.220061728395062,"A2LQ33BQ8G259D",0.601324973581827,1.0042892864621,-2.28758270443164,-2.0174913589726,0.0853005372911881,0.0120685116360536,1.08628219397846,0.314583009912937,-0.263490059050282,-6.62071808712618,-13.3474297834562,0.0012747179237866,-5.87256678470897,0.991651722221441,2.65092590245945,0.360972364458473,3.57508688576983,0.548332146745452,10.2488475844626,0.484010852372026,0.59410855149436,-3.51246174425437,-5.23257251480638,0.0278788732990997,-0.0310732330874591,0.747207564989549,1.4060162054112,-1.34742150323061,0.390701708310034,0.195365786512536,3.52609124634921,2.14926379608908,1.25597901022918,3.3092566545365,7.59443859424607,-0.354161232142097,"UNC6_sReduc_ann","Random-copying",1,40,0.0361755444584668,2.02820939099056
5,"e1+e2","subRoom5_5_3","A2LQ33BQ8G259D",9,1.84285714285714,0.442857142857143,31,70,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,17,13,40,0.868089766544274,0.220746108427268,"A2LQ33BQ8G259D",0.601324973581827,1.0042892864621,-2.28758270443164,-2.0174913589726,0.0853005372911881,0.0120685116360536,1.08628219397846,0.314583009912937,-0.263490059050282,-6.62071808712618,-13.3474297834562,0.0012747179237866,-5.87256678470897,0.991651722221441,2.65092590245945,0.360972364458473,3.57508688576983,0.548332146745452,10.2488475844626,0.484010852372026,0.59410855149436,-3.51246174425437,-5.23257251480638,0.0278788732990997,-0.0310732330874591,0.747207564989549,1.4060162054112,-1.34742150323061,0.390701708310034,0.195365786512536,3.52609124634921,2.14926379608908,1.25597901022918,3.3092566545365,7.59443859424607,-0.354161232142097,"UNC6_sReduc_ann","Random-copying",1,40,0.0361755444584668,2.02820939099056
5,"environment 1","subRoom5_5_3","A35CL7JL2TKT3O",9,1.6,0.6,24,40,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,12,24,4,0.866086843613119,0.221272554605888,"A35CL7JL2TKT3O",0.913009572899601,1.58517444768879,-2.89983139732858,2.66401285938004,0.0557133980862255,0.514679945312165,-1.47441586418144,0.262578571896537,0.505090513367488,-6.32857743729691,-11.17834795251,0.00180067641015635,-8.88846089331988,0.999926502683873,2.99384586915997,-0.457003535575523,7.70156041941654,0.344107574814872,8.87770781921415,0.77604214385371,1.21252687581231,-3.70538960372887,-0.413286341169697,0.0253008729526012,-3.33172891284882,0.980907512333173,2.00196979886615,-2.08312725350528,4.12975470843594,0.113876908864398,-0.0500962043635673,1.03044021103956,-0.635168547068015,2.67681315631453,6.00462211738885,-2.74315167249763,"UNC6_sReduc_ann","Neg-freq-dep",1,62,0.221786234402934,2.0927784210255
5,"environment 2","subRoom5_5_3","A35CL7JL2TKT3O",9,2.06666666666667,0.366666666666667,11,30,"78%",-0.514527316553965,-4.06531531531532,-0.182016329038876,-1.42119205298013,9,10,11,0.87076033045248,0.220061728395062,"A35CL7JL2TKT3O",0.913009572899601,1.58517444768879,-2.89983139732858,2.66401285938004,0.0557133980862255,0.514679945312165,-1.47441586418144,0.262578571896537,0.505090513367488,-6.32857743729691,-11.17834795251,0.00180067641015635,-8.88846089331988,0.999926502683873,2.99384586915997,-0.457003535575523,7.70156041941654,0.344107574814872,8.87770781921415,0.77604214385371,1.21252687581231,-3.70538960372887,-0.413286341169697,0.0253008729526012,-3.33172891284882,0.980907512333173,2.00196979886615,-2.08312725350528,4.12975470843594,0.113876908864398,-0.0500962043635673,1.03044021103956,-0.635168547068015,2.67681315631453,6.00462211738885,-2.74315167249763,"UNC6_sReduc_ann","Neg-freq-dep",1,62,0.221786234402934,2.0927784210255
