"condition","environment","groupID","subjectID","groupSize","averagePerformance","optimalChoiceRate","optimalChoiceCount","totalRoundNum","taskDifficulty","groupSize_standerized","groupSize_centralized","groupSize_standerized2","groupSize_centralized2","choiceCount_poor","choiceCount_good1","choiceCount_good2","average_entropy","average_gini","amazonID","alpha","beta","soc_raw","soc_change","soc2","soc70","theta","low_alpha","low_beta","low_soc_raw","low_soc_change","low_soc2","low_theta","high_alpha","high_beta","high_soc_raw","high_soc_change","high_soc2","high_theta","alpha_25","beta_25","soc_raw_25","soc_change_25","soc2_25","theta_25","alpha_75","beta_75","soc_raw_75","soc_change_75","soc2_75","theta_75","annealing","annealing_25","annealing_75","high_annealing","low_annealing","smallestWaicModel","frequency_dependence_4","male_female_other","age","average_copy_rate","average_invTemp"
1,"environment 1","subRoom1_2501_2","AHXDKQOG8YHLP",6,1.875,0.875,35,40,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,2,35,3,0.525258654790463,0.452991452991453,"AHXDKQOG8YHLP",0.465843742695209,2.65129340184643,-1.64336738607175,-1.31967189197657,0.156985207499815,0.0487863364982216,0.52285281305647,0.146285741556199,0.712592043996325,-3.80529660533187,-3.73645826973996,0.0216255423040775,-3.31767166656569,0.987001961332721,7.21189407963208,-0.145253924077362,0.8125333243246,0.450720713759796,4.21943392648402,0.33176162042644,1.86145019827855,-2.24024911285708,-1.92242633469026,0.0938060718902143,-0.116499382043319,0.681910705400218,3.64272242385385,-1.0810040521538,-0.649130055466355,0.244601487380411,1.32652704283828,3.457675308441,2.15938121871738,5.20436191323294,11.6467313859206,-0.564101631676418,"UNC6_sReduc_ann","Random-copying",2,32,0.0944907459358224,4.59959774184444
1,"environment 2","subRoom1_2501_2","AHXDKQOG8YHLP",6,1.9,0,0,30,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,3,27,0,0.654209970753162,0.403703703703704,"AHXDKQOG8YHLP",0.465843742695209,2.65129340184643,-1.64336738607175,-1.31967189197657,0.156985207499815,0.0487863364982216,0.52285281305647,0.146285741556199,0.712592043996325,-3.80529660533187,-3.73645826973996,0.0216255423040775,-3.31767166656569,0.987001961332721,7.21189407963208,-0.145253924077362,0.8125333243246,0.450720713759796,4.21943392648402,0.33176162042644,1.86145019827855,-2.24024911285708,-1.92242633469026,0.0938060718902143,-0.116499382043319,0.681910705400218,3.64272242385385,-1.0810040521538,-0.649130055466355,0.244601487380411,1.32652704283828,3.457675308441,2.15938121871738,5.20436191323294,11.6467313859206,-0.564101631676418,"UNC6_sReduc_ann","Random-copying",2,32,0.0944907459358224,4.59959774184444
1,"e1+e2","subRoom1_2501_2","AHXDKQOG8YHLP",6,1.88571428571429,0.5,35,70,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,5,62,3,0.580523504488763,0.431561996779388,"AHXDKQOG8YHLP",0.465843742695209,2.65129340184643,-1.64336738607175,-1.31967189197657,0.156985207499815,0.0487863364982216,0.52285281305647,0.146285741556199,0.712592043996325,-3.80529660533187,-3.73645826973996,0.0216255423040775,-3.31767166656569,0.987001961332721,7.21189407963208,-0.145253924077362,0.8125333243246,0.450720713759796,4.21943392648402,0.33176162042644,1.86145019827855,-2.24024911285708,-1.92242633469026,0.0938060718902143,-0.116499382043319,0.681910705400218,3.64272242385385,-1.0810040521538,-0.649130055466355,0.244601487380411,1.32652704283828,3.457675308441,2.15938121871738,5.20436191323294,11.6467313859206,-0.564101631676418,"UNC6_sReduc_ann","Random-copying",2,32,0.0944907459358224,4.59959774184444
1,"environment 1","subRoom1_2501_2","AK884VX5S74ZW",6,1.925,0.925,37,40,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,1,37,2,0.525258654790463,0.452991452991453,"AK884VX5S74ZW",0.413983300602316,2.84128771408376,-1.71779680669296,-1.24592348585771,0.148452281422721,0.0498191138921705,1.69792298361691,0.124601504328972,1.08100892156913,-4.13924620225446,-3.69629203156899,0.0147546043795487,-0.0298618880550223,0.74041116029005,6.75692507143499,-0.480737268310913,1.27586526773637,0.367962815887831,4.71995884748102,0.297309619799705,2.14008269461361,-2.26320389890622,-1.8692043431948,0.0928909103419328,1.05281799704814,0.526682813718927,3.73398737909677,-1.27693197776928,-0.504831975207208,0.211765175920506,2.49191962742912,3.72685195009889,2.5172176242335,5.36562828352971,10.9779960836336,0.50942555933772,"UNC6_sReduc_ann","Pos-freq-dep",1,32,0.0915372320931446,4.87462294369943
1,"environment 2","subRoom1_2501_2","AK884VX5S74ZW",6,1.96666666666667,0,0,30,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,1,29,0,0.654209970753162,0.403703703703704,"AK884VX5S74ZW",0.413983300602316,2.84128771408376,-1.71779680669296,-1.24592348585771,0.148452281422721,0.0498191138921705,1.69792298361691,0.124601504328972,1.08100892156913,-4.13924620225446,-3.69629203156899,0.0147546043795487,-0.0298618880550223,0.74041116029005,6.75692507143499,-0.480737268310913,1.27586526773637,0.367962815887831,4.71995884748102,0.297309619799705,2.14008269461361,-2.26320389890622,-1.8692043431948,0.0928909103419328,1.05281799704814,0.526682813718927,3.73398737909677,-1.27693197776928,-0.504831975207208,0.211765175920506,2.49191962742912,3.72685195009889,2.5172176242335,5.36562828352971,10.9779960836336,0.50942555933772,"UNC6_sReduc_ann","Pos-freq-dep",1,32,0.0915372320931446,4.87462294369943
1,"e1+e2","subRoom1_2501_2","AK884VX5S74ZW",6,1.94285714285714,0.528571428571429,37,70,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,2,66,2,0.580523504488763,0.431561996779388,"AK884VX5S74ZW",0.413983300602316,2.84128771408376,-1.71779680669296,-1.24592348585771,0.148452281422721,0.0498191138921705,1.69792298361691,0.124601504328972,1.08100892156913,-4.13924620225446,-3.69629203156899,0.0147546043795487,-0.0298618880550223,0.74041116029005,6.75692507143499,-0.480737268310913,1.27586526773637,0.367962815887831,4.71995884748102,0.297309619799705,2.14008269461361,-2.26320389890622,-1.8692043431948,0.0928909103419328,1.05281799704814,0.526682813718927,3.73398737909677,-1.27693197776928,-0.504831975207208,0.211765175920506,2.49191962742912,3.72685195009889,2.5172176242335,5.36562828352971,10.9779960836336,0.50942555933772,"UNC6_sReduc_ann","Pos-freq-dep",1,32,0.0915372320931446,4.87462294369943
1,"environment 1","subRoom1_2501_2","AOPG07J95DDJT",6,1.825,0.825,33,40,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,3,33,4,0.525258654790463,0.452991452991453,"AOPG07J95DDJT",0.965711510987144,1.93791036266006,-1.59824261982494,-1.29258261990764,0.16379694047318,0.0524351299754552,0.72468368500388,0.74775975299869,0.606815559749953,-3.65008573151359,-3.89980233396998,0.0251552951585704,-1.9922343786171,0.999942079377861,4.55257551686017,-0.292911502212926,0.67761763800422,0.406253415574543,3.40104827008317,0.921471570192313,1.43604943158389,-2.15718625330547,-1.9446475219225,0.100874441202232,0.204530181431182,0.990379863396964,2.57884259937338,-1.14021084651116,-0.660625103081287,0.234457551708443,1.46863302091842,2.84900349049808,1.80658485535859,4.1327933807724,8.08277946570419,-0.657598864844038,"UNC6_sReduc_ann","Pos-freq-dep",2,30,0.0981599711079447,3.46311996061602
1,"environment 2","subRoom1_2501_2","AOPG07J95DDJT",6,2.76666666666667,0.833333333333333,25,30,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,2,3,25,0.654209970753162,0.403703703703704,"AOPG07J95DDJT",0.965711510987144,1.93791036266006,-1.59824261982494,-1.29258261990764,0.16379694047318,0.0524351299754552,0.72468368500388,0.74775975299869,0.606815559749953,-3.65008573151359,-3.89980233396998,0.0251552951585704,-1.9922343786171,0.999942079377861,4.55257551686017,-0.292911502212926,0.67761763800422,0.406253415574543,3.40104827008317,0.921471570192313,1.43604943158389,-2.15718625330547,-1.9446475219225,0.100874441202232,0.204530181431182,0.990379863396964,2.57884259937338,-1.14021084651116,-0.660625103081287,0.234457551708443,1.46863302091842,2.84900349049808,1.80658485535859,4.1327933807724,8.08277946570419,-0.657598864844038,"UNC6_sReduc_ann","Pos-freq-dep",2,30,0.0981599711079447,3.46311996061602
1,"e1+e2","subRoom1_2501_2","AOPG07J95DDJT",6,2.22857142857143,0.828571428571429,58,70,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,5,36,29,0.580523504488763,0.431561996779388,"AOPG07J95DDJT",0.965711510987144,1.93791036266006,-1.59824261982494,-1.29258261990764,0.16379694047318,0.0524351299754552,0.72468368500388,0.74775975299869,0.606815559749953,-3.65008573151359,-3.89980233396998,0.0251552951585704,-1.9922343786171,0.999942079377861,4.55257551686017,-0.292911502212926,0.67761763800422,0.406253415574543,3.40104827008317,0.921471570192313,1.43604943158389,-2.15718625330547,-1.9446475219225,0.100874441202232,0.204530181431182,0.990379863396964,2.57884259937338,-1.14021084651116,-0.660625103081287,0.234457551708443,1.46863302091842,2.84900349049808,1.80658485535859,4.1327933807724,8.08277946570419,-0.657598864844038,"UNC6_sReduc_ann","Pos-freq-dep",2,30,0.0981599711079447,3.46311996061602
1,"environment 1","subRoom1_2501_2","AY20GP97EYIOU",6,1.725,0.725,29,40,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,5,29,6,0.525258654790463,0.452991452991453,"AY20GP97EYIOU",0.909364338246947,1.1541877831163,-1.88792090284401,-1.60158739131682,0.123943332773883,0.0244572724498385,1.90159297681836,0.518670382316172,-0.0689155394922757,-5.15154453651411,-5.73852020295579,0.00564621895893176,-2.66073981303353,0.999659534737611,2.51950576359214,-0.486364632080104,0.359037063173196,0.361352972396949,7.06074722682806,0.807287488988881,0.700503949237066,-2.6232799459456,-2.48445111987874,0.0649946324299629,0.59215512240465,0.971327995941348,1.56647052553734,-1.31971331922862,-0.927247563135913,0.199840327807386,3.29981358136772,3.68330935770481,2.6759514166533,4.88745404644711,8.1871743256451,1.30632458252898,"UNC6_sReduc_ann","Pos-freq-dep",1,44,0.0615598946615049,3.01220897409367
1,"environment 2","subRoom1_2501_2","AY20GP97EYIOU",6,2,0,0,30,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,0,30,0,0.654209970753162,0.403703703703704,"AY20GP97EYIOU",0.909364338246947,1.1541877831163,-1.88792090284401,-1.60158739131682,0.123943332773883,0.0244572724498385,1.90159297681836,0.518670382316172,-0.0689155394922757,-5.15154453651411,-5.73852020295579,0.00564621895893176,-2.66073981303353,0.999659534737611,2.51950576359214,-0.486364632080104,0.359037063173196,0.361352972396949,7.06074722682806,0.807287488988881,0.700503949237066,-2.6232799459456,-2.48445111987874,0.0649946324299629,0.59215512240465,0.971327995941348,1.56647052553734,-1.31971331922862,-0.927247563135913,0.199840327807386,3.29981358136772,3.68330935770481,2.6759514166533,4.88745404644711,8.1871743256451,1.30632458252898,"UNC6_sReduc_ann","Pos-freq-dep",1,44,0.0615598946615049,3.01220897409367
1,"e1+e2","subRoom1_2501_2","AY20GP97EYIOU",6,1.84285714285714,0.414285714285714,29,70,"25%",-0.350947553860006,-1.992,-0.566235327429419,-4.42119205298013,5,59,6,0.580523504488763,0.431561996779388,"AY20GP97EYIOU",0.909364338246947,1.1541877831163,-1.88792090284401,-1.60158739131682,0.123943332773883,0.0244572724498385,1.90159297681836,0.518670382316172,-0.0689155394922757,-5.15154453651411,-5.73852020295579,0.00564621895893176,-2.66073981303353,0.999659534737611,2.51950576359214,-0.486364632080104,0.359037063173196,0.361352972396949,7.06074722682806,0.807287488988881,0.700503949237066,-2.6232799459456,-2.48445111987874,0.0649946324299629,0.59215512240465,0.971327995941348,1.56647052553734,-1.31971331922862,-0.927247563135913,0.199840327807386,3.29981358136772,3.68330935770481,2.6759514166533,4.88745404644711,8.1871743256451,1.30632458252898,"UNC6_sReduc_ann","Pos-freq-dep",1,44,0.0615598946615049,3.01220897409367
1,"environment 1","subRoom1_2501_3","A1DTR0BL416G37",5,1.875,0.875,35,40,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,3,35,2,0.473069930967174,0.478632478632479,"A1DTR0BL416G37",0.791967364138756,2.39476958619746,-1.60697871826389,-1.40795302895558,0.16106410162787,0.0439156049407545,0.824475996473961,0.442340729347538,0.797112342247849,-3.82655124709046,-3.88293599343266,0.0217766604193032,-0.311152310989788,0.998237494575789,6.13893954585186,-0.339698231783839,0.554255210045901,0.400764980736482,4.049719859992,0.645706046850103,1.78047612366333,-2.20180689676623,-2.06260908305789,0.0970881740824864,0.430764229302828,0.916518799179388,3.21644165902941,-1.09625783218252,-0.73944424138949,0.240127827350271,1.52607971459135,3.44720282928206,2.30346711239038,4.88419726284878,9.60676074848402,0.362466969956487,"UNC6_sReduc_ann","Pos-freq-dep",1,41,0.0928299811763293,4.27136942585147
1,"environment 2","subRoom1_2501_3","A1DTR0BL416G37",5,2.63333333333333,0.633333333333333,19,30,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,0,11,19,0.551397267170164,0.448888888888889,"A1DTR0BL416G37",0.791967364138756,2.39476958619746,-1.60697871826389,-1.40795302895558,0.16106410162787,0.0439156049407545,0.824475996473961,0.442340729347538,0.797112342247849,-3.82655124709046,-3.88293599343266,0.0217766604193032,-0.311152310989788,0.998237494575789,6.13893954585186,-0.339698231783839,0.554255210045901,0.400764980736482,4.049719859992,0.645706046850103,1.78047612366333,-2.20180689676623,-2.06260908305789,0.0970881740824864,0.430764229302828,0.916518799179388,3.21644165902941,-1.09625783218252,-0.73944424138949,0.240127827350271,1.52607971459135,3.44720282928206,2.30346711239038,4.88419726284878,9.60676074848402,0.362466969956487,"UNC6_sReduc_ann","Pos-freq-dep",1,41,0.0928299811763293,4.27136942585147
1,"e1+e2","subRoom1_2501_3","A1DTR0BL416G37",5,2.2,0.771428571428571,54,70,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,3,46,21,0.506638789339884,0.465700483091787,"A1DTR0BL416G37",0.791967364138756,2.39476958619746,-1.60697871826389,-1.40795302895558,0.16106410162787,0.0439156049407545,0.824475996473961,0.442340729347538,0.797112342247849,-3.82655124709046,-3.88293599343266,0.0217766604193032,-0.311152310989788,0.998237494575789,6.13893954585186,-0.339698231783839,0.554255210045901,0.400764980736482,4.049719859992,0.645706046850103,1.78047612366333,-2.20180689676623,-2.06260908305789,0.0970881740824864,0.430764229302828,0.916518799179388,3.21644165902941,-1.09625783218252,-0.73944424138949,0.240127827350271,1.52607971459135,3.44720282928206,2.30346711239038,4.88419726284878,9.60676074848402,0.362466969956487,"UNC6_sReduc_ann","Pos-freq-dep",1,41,0.0928299811763293,4.27136942585147
1,"environment 1","subRoom1_2501_3","A2UDD8ROGT7CGB",5,1,0,0,1,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,1,0,0,0,NA,"A2UDD8ROGT7CGB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNC6_sReduc_ann","--",NA,NA,NA,NA
1,"environment 2","subRoom1_2501_3","A2UDD8ROGT7CGB",5,NA,NA,NA,NA,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,0,0,0,NA,NA,"A2UDD8ROGT7CGB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNC6_sReduc_ann","--",NA,NA,NA,NA
1,"e1+e2","subRoom1_2501_3","A2UDD8ROGT7CGB",5,NA,NA,NA,NA,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,1,0,0,0,NA,"A2UDD8ROGT7CGB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNC6_sReduc_ann","--",NA,NA,NA,NA
1,"environment 1","subRoom1_2501_3","A2W8ZODKKQ7RYP",5,1.575,0.575,23,40,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,7,23,10,0.473069930967174,0.478632478632479,"A2W8ZODKKQ7RYP",0.864855002881875,0.640629120042005,-1.54857041732553,-1.55013563736102,0.166978982022621,0.0391073513954118,1.10368368548922,0.472099894254027,-0.393147711018174,-4.60855571831171,-5.09385343646079,0.00958602217616893,-1.38827047194777,0.998928124173339,2.13709390882993,0.117705543749348,0.370321844984563,0.50743259112788,6.12089586397533,0.751207339281561,0.291027762303205,-2.30307777480633,-2.34503894152688,0.0879940135073229,0.228282168723509,0.94591621501345,1.03431031404715,-0.982796967762543,-0.859781655002054,0.259629362118918,2.25539444437621,1.70959028512876,1.03187482798595,2.45574516653231,4.31304964194553,-0.2924082371503,"UNC6_sReduc_ann","Pos-freq-dep",2,46,0.0874328040736351,1.46371484682294
1,"environment 2","subRoom1_2501_3","A2W8ZODKKQ7RYP",5,2.8,0.833333333333333,25,30,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,1,4,25,0.551397267170164,0.448888888888889,"A2W8ZODKKQ7RYP",0.864855002881875,0.640629120042005,-1.54857041732553,-1.55013563736102,0.166978982022621,0.0391073513954118,1.10368368548922,0.472099894254027,-0.393147711018174,-4.60855571831171,-5.09385343646079,0.00958602217616893,-1.38827047194777,0.998928124173339,2.13709390882993,0.117705543749348,0.370321844984563,0.50743259112788,6.12089586397533,0.751207339281561,0.291027762303205,-2.30307777480633,-2.34503894152688,0.0879940135073229,0.228282168723509,0.94591621501345,1.03431031404715,-0.982796967762543,-0.859781655002054,0.259629362118918,2.25539444437621,1.70959028512876,1.03187482798595,2.45574516653231,4.31304964194553,-0.2924082371503,"UNC6_sReduc_ann","Pos-freq-dep",2,46,0.0874328040736351,1.46371484682294
1,"e1+e2","subRoom1_2501_3","A2W8ZODKKQ7RYP",5,2.1,0.685714285714286,48,70,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,8,27,35,0.506638789339884,0.465700483091787,"A2W8ZODKKQ7RYP",0.864855002881875,0.640629120042005,-1.54857041732553,-1.55013563736102,0.166978982022621,0.0391073513954118,1.10368368548922,0.472099894254027,-0.393147711018174,-4.60855571831171,-5.09385343646079,0.00958602217616893,-1.38827047194777,0.998928124173339,2.13709390882993,0.117705543749348,0.370321844984563,0.50743259112788,6.12089586397533,0.751207339281561,0.291027762303205,-2.30307777480633,-2.34503894152688,0.0879940135073229,0.228282168723509,0.94591621501345,1.03431031404715,-0.982796967762543,-0.859781655002054,0.259629362118918,2.25539444437621,1.70959028512876,1.03187482798595,2.45574516653231,4.31304964194553,-0.2924082371503,"UNC6_sReduc_ann","Pos-freq-dep",2,46,0.0874328040736351,1.46371484682294
1,"environment 1","subRoom1_2501_3","A36KDWI1CGJFFA",5,1.925,0.925,37,40,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,1,37,2,0.473069930967174,0.478632478632479,"A36KDWI1CGJFFA",0.913041594099137,3.44184386245463,-2.3905309252577,-1.76340673944678,0.0803249483086982,0.0131564910594918,2.08288380117731,0.485176731873513,1.40032107555899,-5.64968795637632,-6.13772207567494,0.00343136094273959,-1.17391936613605,0.999474429690081,8.10058815745106,-0.727183166510455,0.307411830674457,0.300795359480145,7.28642114589551,0.802617595040509,2.62622446708611,-3.23508994435123,-2.74043762916481,0.0367029897879722,1.1937580586088,0.970070072045426,4.55104304861861,-1.65651884203299,-1.04259304380468,0.15159472904909,3.27999246192242,4.04416633580168,2.77936463335683,5.77304740160168,11.0683719314704,0.836199184895555,"UNC6_sReduc_ann","Pos-freq-dep",1,62,0.0375715009700629,5.66692068545627
1,"environment 2","subRoom1_2501_3","A36KDWI1CGJFFA",5,2,0,0,30,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,0,30,0,0.551397267170164,0.448888888888889,"A36KDWI1CGJFFA",0.913041594099137,3.44184386245463,-2.3905309252577,-1.76340673944678,0.0803249483086982,0.0131564910594918,2.08288380117731,0.485176731873513,1.40032107555899,-5.64968795637632,-6.13772207567494,0.00343136094273959,-1.17391936613605,0.999474429690081,8.10058815745106,-0.727183166510455,0.307411830674457,0.300795359480145,7.28642114589551,0.802617595040509,2.62622446708611,-3.23508994435123,-2.74043762916481,0.0367029897879722,1.1937580586088,0.970070072045426,4.55104304861861,-1.65651884203299,-1.04259304380468,0.15159472904909,3.27999246192242,4.04416633580168,2.77936463335683,5.77304740160168,11.0683719314704,0.836199184895555,"UNC6_sReduc_ann","Pos-freq-dep",1,62,0.0375715009700629,5.66692068545627
1,"e1+e2","subRoom1_2501_3","A36KDWI1CGJFFA",5,1.95714285714286,0.528571428571429,37,70,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,1,67,2,0.506638789339884,0.465700483091787,"A36KDWI1CGJFFA",0.913041594099137,3.44184386245463,-2.3905309252577,-1.76340673944678,0.0803249483086982,0.0131564910594918,2.08288380117731,0.485176731873513,1.40032107555899,-5.64968795637632,-6.13772207567494,0.00343136094273959,-1.17391936613605,0.999474429690081,8.10058815745106,-0.727183166510455,0.307411830674457,0.300795359480145,7.28642114589551,0.802617595040509,2.62622446708611,-3.23508994435123,-2.74043762916481,0.0367029897879722,1.1937580586088,0.970070072045426,4.55104304861861,-1.65651884203299,-1.04259304380468,0.15159472904909,3.27999246192242,4.04416633580168,2.77936463335683,5.77304740160168,11.0683719314704,0.836199184895555,"UNC6_sReduc_ann","Pos-freq-dep",1,62,0.0375715009700629,5.66692068545627
1,"environment 1","subRoom1_2501_3","A37LZED187CKU3",5,1.97435897435897,0.974358974358974,38,39,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,1,38,0,0.485199929197101,0.478632478632479,"A37LZED187CKU3",0.757601604921636,2.77755917914361,-1.63798225368488,-0.889402713625755,0.159100156454461,0.0752227656111356,2.89384507345103,0.453698270548399,1.0196955299895,-3.47646385154445,-2.89501179390654,0.0304426761554145,0.791447021428106,0.997767924125372,6.79375373101905,-0.385772362691204,1.3810047299541,0.393634859533214,8.10911553379297,0.634804918742912,2.0926698368202,-2.18242114052363,-1.54495868970192,0.099500074108383,1.9917343858239,0.887244668998036,3.76532226078487,-1.16438699916772,-0.217438151732692,0.23044795830929,4.13587716847985,3.40015907192065,2.22533336103541,4.88082191530111,10.2723673791112,-0.239919232311434,"UNC6_sReduc_ann","Pos-freq-dep",2,36,0.113710031081138,4.60935722504722
1,"environment 2","subRoom1_2501_3","A37LZED187CKU3",5,2.2,0.2,6,30,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,0,24,6,0.551397267170164,0.448888888888889,"A37LZED187CKU3",0.757601604921636,2.77755917914361,-1.63798225368488,-0.889402713625755,0.159100156454461,0.0752227656111356,2.89384507345103,0.453698270548399,1.0196955299895,-3.47646385154445,-2.89501179390654,0.0304426761554145,0.791447021428106,0.997767924125372,6.79375373101905,-0.385772362691204,1.3810047299541,0.393634859533214,8.10911553379297,0.634804918742912,2.0926698368202,-2.18242114052363,-1.54495868970192,0.099500074108383,1.9917343858239,0.887244668998036,3.76532226078487,-1.16438699916772,-0.217438151732692,0.23044795830929,4.13587716847985,3.40015907192065,2.22533336103541,4.88082191530111,10.2723673791112,-0.239919232311434,"UNC6_sReduc_ann","Pos-freq-dep",2,36,0.113710031081138,4.60935722504722
1,"e1+e2","subRoom1_2501_3","A37LZED187CKU3",5,2.07246376811594,0.63768115942029,44,69,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,1,62,6,0.513981380489737,0.465700483091787,"A37LZED187CKU3",0.757601604921636,2.77755917914361,-1.63798225368488,-0.889402713625755,0.159100156454461,0.0752227656111356,2.89384507345103,0.453698270548399,1.0196955299895,-3.47646385154445,-2.89501179390654,0.0304426761554145,0.791447021428106,0.997767924125372,6.79375373101905,-0.385772362691204,1.3810047299541,0.393634859533214,8.10911553379297,0.634804918742912,2.0926698368202,-2.18242114052363,-1.54495868970192,0.099500074108383,1.9917343858239,0.887244668998036,3.76532226078487,-1.16438699916772,-0.217438151732692,0.23044795830929,4.13587716847985,3.40015907192065,2.22533336103541,4.88082191530111,10.2723673791112,-0.239919232311434,"UNC6_sReduc_ann","Pos-freq-dep",2,36,0.113710031081138,4.60935722504722
1,"environment 1","subRoom1_2501_3","A3N0Q5MZ1XCF8K",5,1.325,0.325,13,40,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,11,13,16,0.473069930967174,0.478632478632479,"A3N0Q5MZ1XCF8K",0.276045370524803,-1.46960312169989,-1.63549498537486,-1.39910707674362,0.156429320072069,0.0410912955740903,1.93972605461732,0.0963626008501157,-3.36901344685538,-5.00399685402476,-4.67641927130944,0.00644688076297845,-1.61138390887585,0.9270625149053,-0.121812048424104,-0.323251162575435,0.799856748407364,0.403849581680159,7.35197011461659,0.196151285306712,-2.01752471724543,-2.2854593228676,-2.12085822691607,0.0881386313673144,0.869787654842507,0.430026024105873,-1.00389319073708,-1.15122390135606,-0.677880354794137,0.228476320364873,3.15600900314803,3.50151803725688,2.7310702224907,4.34891267070045,6.54090532579026,1.57158209606538,"UNC6_sReduc_ann","Pos-freq-dep",1,65,0.0885871844754243,0.285920307961347
1,"environment 2","subRoom1_2501_3","A3N0Q5MZ1XCF8K",5,2.53333333333333,0.6,18,30,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,2,10,18,0.551397267170164,0.448888888888889,"A3N0Q5MZ1XCF8K",0.276045370524803,-1.46960312169989,-1.63549498537486,-1.39910707674362,0.156429320072069,0.0410912955740903,1.93972605461732,0.0963626008501157,-3.36901344685538,-5.00399685402476,-4.67641927130944,0.00644688076297845,-1.61138390887585,0.9270625149053,-0.121812048424104,-0.323251162575435,0.799856748407364,0.403849581680159,7.35197011461659,0.196151285306712,-2.01752471724543,-2.2854593228676,-2.12085822691607,0.0881386313673144,0.869787654842507,0.430026024105873,-1.00389319073708,-1.15122390135606,-0.677880354794137,0.228476320364873,3.15600900314803,3.50151803725688,2.7310702224907,4.34891267070045,6.54090532579026,1.57158209606538,"UNC6_sReduc_ann","Pos-freq-dep",1,65,0.0885871844754243,0.285920307961347
1,"e1+e2","subRoom1_2501_3","A3N0Q5MZ1XCF8K",5,1.84285714285714,0.442857142857143,31,70,"25%",-0.527126044753583,-2.992,-0.694308326892934,-5.42119205298013,13,23,34,0.506638789339884,0.465700483091787,"A3N0Q5MZ1XCF8K",0.276045370524803,-1.46960312169989,-1.63549498537486,-1.39910707674362,0.156429320072069,0.0410912955740903,1.93972605461732,0.0963626008501157,-3.36901344685538,-5.00399685402476,-4.67641927130944,0.00644688076297845,-1.61138390887585,0.9270625149053,-0.121812048424104,-0.323251162575435,0.799856748407364,0.403849581680159,7.35197011461659,0.196151285306712,-2.01752471724543,-2.2854593228676,-2.12085822691607,0.0881386313673144,0.869787654842507,0.430026024105873,-1.00389319073708,-1.15122390135606,-0.677880354794137,0.228476320364873,3.15600900314803,3.50151803725688,2.7310702224907,4.34891267070045,6.54090532579026,1.57158209606538,"UNC6_sReduc_ann","Pos-freq-dep",1,65,0.0885871844754243,0.285920307961347
