"X2.5.","X25.","X50.","X75.","X97.5.","mean","groupSize","round","value","indiv_small_large","taskDifficulty3"
0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,"optimalChoiceProb","Individual","Low Uncertainty"
0.192828876487266,0.290650412536329,0.344479466757853,0.485847876216022,0.712559872092356,0.391703130324141,1,2,"optimalChoiceProb","Individual","Low Uncertainty"
0.176015536185999,0.303194723733902,0.420604154880612,0.553629991986466,0.79581744743848,0.437508992141783,1,3,"optimalChoiceProb","Individual","Low Uncertainty"
0.177691063475445,0.341665311517285,0.472938212030931,0.595744525600341,0.839559488693552,0.477060071766745,1,4,"optimalChoiceProb","Individual","Low Uncertainty"
0.185710229754269,0.37487160627664,0.511575519059058,0.63184099191328,0.865117141100527,0.509633019028149,1,5,"optimalChoiceProb","Individual","Low Uncertainty"
0.192286115783192,0.405853710249837,0.539918942922146,0.67010727230462,0.882482458795459,0.538170015890773,1,6,"optimalChoiceProb","Individual","Low Uncertainty"
0.202074256176304,0.433762534495459,0.564958272814398,0.696370302820288,0.896974311162184,0.56260974432125,1,7,"optimalChoiceProb","Individual","Low Uncertainty"
0.210097586847714,0.460789666136683,0.588917719168394,0.719824539427819,0.905163803671638,0.584139317795558,1,8,"optimalChoiceProb","Individual","Low Uncertainty"
0.232853161467805,0.480521318449458,0.611310305030911,0.736985484025927,0.917437418715298,0.602458120828343,1,9,"optimalChoiceProb","Individual","Low Uncertainty"
0.247742830620256,0.499412800886234,0.630596391665737,0.752675075057063,0.925658445691639,0.619398939711278,1,10,"optimalChoiceProb","Individual","Low Uncertainty"
0.268678149690216,0.515866457821003,0.644637705751651,0.765759206619234,0.935439613855117,0.634544416689756,1,11,"optimalChoiceProb","Individual","Low Uncertainty"
0.27935413459019,0.529527768132634,0.659303934013694,0.778701408899087,0.938008604999762,0.646471779612734,1,12,"optimalChoiceProb","Individual","Low Uncertainty"
0.289225516264939,0.544562455512909,0.671630105952803,0.7910705952453,0.944587651846607,0.658852591426247,1,13,"optimalChoiceProb","Individual","Low Uncertainty"
0.298688805709098,0.556082833406341,0.684415711344329,0.800639604847785,0.95023761084037,0.669754173497656,1,14,"optimalChoiceProb","Individual","Low Uncertainty"
0.313134048926091,0.566223359280636,0.693247131838777,0.809247012418809,0.9541628376285,0.679407924548694,1,15,"optimalChoiceProb","Individual","Low Uncertainty"
0.323608575894663,0.575695668094827,0.702998890343784,0.818607428167429,0.957937637147544,0.68836348614034,1,16,"optimalChoiceProb","Individual","Low Uncertainty"
0.333965510194301,0.585697873629229,0.712053644494127,0.82535521525611,0.961675684028282,0.696632949699285,1,17,"optimalChoiceProb","Individual","Low Uncertainty"
0.342321605502295,0.59411276016551,0.720457030288055,0.831598229663398,0.965080707416814,0.703827245635104,1,18,"optimalChoiceProb","Individual","Low Uncertainty"
0.349765672570096,0.601308565654513,0.726024673885989,0.838656750756502,0.966293429344407,0.710135415614979,1,19,"optimalChoiceProb","Individual","Low Uncertainty"
0.358510862581483,0.608324927982748,0.735085121281552,0.844845494719492,0.968507106693726,0.716572894278289,1,20,"optimalChoiceProb","Individual","Low Uncertainty"
0.367058244536598,0.617027339859721,0.744273678772249,0.8492921789718,0.971180140856625,0.72331371490526,1,21,"optimalChoiceProb","Individual","Low Uncertainty"
0.368562949989813,0.624236184566079,0.746695256549246,0.856580706419604,0.973137586495484,0.728646463061872,1,22,"optimalChoiceProb","Individual","Low Uncertainty"
0.378318861219482,0.631429549342004,0.754400131031357,0.862091651500914,0.976073251394139,0.735134697016762,1,23,"optimalChoiceProb","Individual","Low Uncertainty"
0.378295346136918,0.634915390331204,0.757475714242982,0.866315718225207,0.977359388270201,0.738891199188814,1,24,"optimalChoiceProb","Individual","Low Uncertainty"
0.390083265687663,0.639143427279462,0.765240568799259,0.871315035849871,0.978187017264189,0.744105221051615,1,25,"optimalChoiceProb","Individual","Low Uncertainty"
0.391947051958848,0.643889533042614,0.770389651615916,0.876660447653175,0.980480112083051,0.749188749097438,1,26,"optimalChoiceProb","Individual","Low Uncertainty"
0.399949762551365,0.649967029477631,0.775746583290607,0.881892471018277,0.98268990308242,0.753854603501666,1,27,"optimalChoiceProb","Individual","Low Uncertainty"
0.404261912137551,0.654477010973728,0.780891402210135,0.885100628733472,0.983820194286728,0.757235070353102,1,28,"optimalChoiceProb","Individual","Low Uncertainty"
0.409791987216863,0.656320632941477,0.784258393018122,0.889980040699747,0.985136893711399,0.761744644691654,1,29,"optimalChoiceProb","Individual","Low Uncertainty"
0.422378009077754,0.663028233016096,0.789571911171014,0.893236925910092,0.986044888886028,0.766277595515633,1,30,"optimalChoiceProb","Individual","Low Uncertainty"
0.422620736485875,0.666525449799701,0.793103790888184,0.897308363388129,0.986833787811305,0.770163546224067,1,31,"optimalChoiceProb","Individual","Low Uncertainty"
0.425435120656055,0.66726333647936,0.798509875389647,0.902528600768053,0.988386795716387,0.773743599361778,1,32,"optimalChoiceProb","Individual","Low Uncertainty"
0.432205821189168,0.669931406348145,0.799818136432149,0.904708630319986,0.98745690952254,0.777145112653811,1,33,"optimalChoiceProb","Individual","Low Uncertainty"
0.432903569404586,0.673073091712581,0.803902547152584,0.90842015201344,0.989647420937262,0.780017519349174,1,34,"optimalChoiceProb","Individual","Low Uncertainty"
0.437394613927628,0.67471033836304,0.807463027639305,0.909463894364682,0.991186054510852,0.782896181930589,1,35,"optimalChoiceProb","Individual","Low Uncertainty"
0.446429998764804,0.67864126484372,0.809575321377504,0.913178796283228,0.990916461865137,0.786110027804811,1,36,"optimalChoiceProb","Individual","Low Uncertainty"
0.444937884148405,0.685554278583884,0.813106725327042,0.916577665394643,0.992059047771113,0.789302446566821,1,37,"optimalChoiceProb","Individual","Low Uncertainty"
0.453474940318205,0.687231785520391,0.818281741299621,0.920144407109478,0.99223695847281,0.792884817888917,1,38,"optimalChoiceProb","Individual","Low Uncertainty"
0.456770833767126,0.693302929428299,0.822420118209758,0.92285194171062,0.993064384999336,0.795567308772322,1,39,"optimalChoiceProb","Individual","Low Uncertainty"
0.454436394957903,0.695716235439741,0.825057661565999,0.923645761890375,0.993974736389515,0.798063942474649,1,40,"optimalChoiceProb","Individual","Low Uncertainty"
0.00226461895642917,0.0319277963729491,0.0801161660394223,0.151795618523407,0.287936656205629,0.0988283781494692,1,41,"optimalChoiceProb","Individual","Low Uncertainty"
0.00209261414646066,0.032230600004259,0.0893627084965576,0.178437694035238,0.506994152289978,0.13384656288462,1,42,"optimalChoiceProb","Individual","Low Uncertainty"
0.00201436694371857,0.032879131391764,0.103511021707435,0.237461438503226,0.577849948273831,0.167327806500887,1,43,"optimalChoiceProb","Individual","Low Uncertainty"
0.00193266385163926,0.0342757313113801,0.11957926054796,0.332963326988814,0.64765137073355,0.196061336851868,1,44,"optimalChoiceProb","Individual","Low Uncertainty"
0.0017644774491163,0.0364329827235558,0.146708991316321,0.404007591791466,0.760469956768347,0.224179740569635,1,45,"optimalChoiceProb","Individual","Low Uncertainty"
0.00160484879298555,0.0386181775964792,0.168568253221899,0.446551289296576,0.845723326172793,0.249651201904535,1,46,"optimalChoiceProb","Individual","Low Uncertainty"
0.00153363536950275,0.0401425960940372,0.202467521489506,0.470796292052984,0.878921460026679,0.27130127962887,1,47,"optimalChoiceProb","Individual","Low Uncertainty"
0.00137581013130914,0.0414383227067114,0.245598247989179,0.480679025166653,0.900860620206157,0.290280777284778,1,48,"optimalChoiceProb","Individual","Low Uncertainty"
0.00146753813517465,0.0464535438067522,0.298717589974812,0.490232104184282,0.92201342966792,0.308689602372472,1,49,"optimalChoiceProb","Individual","Low Uncertainty"
0.00136191947375855,0.0500577753845194,0.33908129616153,0.495670366215135,0.939621241873811,0.326245491874021,1,50,"optimalChoiceProb","Individual","Low Uncertainty"
0.00121696584858117,0.0548343410468193,0.368434877342833,0.499321891511171,0.942609947188453,0.341354985755628,1,51,"optimalChoiceProb","Individual","Low Uncertainty"
0.00112388525156692,0.066505645773781,0.389712349693147,0.501736931388168,0.952445667465692,0.356652070789011,1,52,"optimalChoiceProb","Individual","Low Uncertainty"
0.00107647030953042,0.0745059797170933,0.405458472052727,0.507357621165293,0.960078228601746,0.370101721353402,1,53,"optimalChoiceProb","Individual","Low Uncertainty"
0.000985161676812242,0.0881911658363993,0.417687170396843,0.513892946372511,0.965741892350034,0.381766859621455,1,54,"optimalChoiceProb","Individual","Low Uncertainty"
0.000945435522025371,0.103582224464047,0.431036374391431,0.519966656626531,0.968506006273721,0.393795980741238,1,55,"optimalChoiceProb","Individual","Low Uncertainty"
0.000944458086597645,0.114622815593979,0.44202493952373,0.531590939831797,0.972672292666814,0.404325359138103,1,56,"optimalChoiceProb","Individual","Low Uncertainty"
0.00086344798864476,0.121808881501699,0.448986942562212,0.54412132571502,0.97482888115374,0.414036855750547,1,57,"optimalChoiceProb","Individual","Low Uncertainty"
0.000867449450452362,0.127749173166619,0.455854590884005,0.556993316753124,0.977847496022408,0.42239346138496,1,58,"optimalChoiceProb","Individual","Low Uncertainty"
0.000757885159027623,0.1416870021548,0.461565354621472,0.582597215005472,0.978282441090384,0.431378432551999,1,59,"optimalChoiceProb","Individual","Low Uncertainty"
0.000709731130444427,0.166148580709813,0.467168249886196,0.594936921654045,0.981903544812314,0.440209190785525,1,60,"optimalChoiceProb","Individual","Low Uncertainty"
0.000621328161575852,0.198248501893265,0.472877192457041,0.605890042500671,0.982856190802525,0.448161944878828,1,61,"optimalChoiceProb","Individual","Low Uncertainty"
