groupSize,theta,lambda,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90
10.,6.,0.01,0.33172,0.3339,0.37188,0.40351,0.42773,0.44889,0.46616,0.48067,0.49316,0.50741,0.51581,0.52645,0.53754,0.5453,0.55554,0.56249,0.57156,0.57798,0.58203,0.591,0.59529,0.60156,0.60528,0.61286,0.61823,0.62463,0.62903,0.63215,0.64043,0.64298,0.64884,0.65182,0.65933,0.66149,0.66656,0.67065,0.67464,0.67513,0.68193,0.68561,0.1578,0.17392,0.18997,0.20556,0.21834,0.23032,0.2432,0.2535,0.26225,0.27346,0.28082,0.28935,0.29674,0.30541,0.30984,0.31837,0.32542,0.33085,0.33612,0.34299,0.34866,0.35533,0.35873,0.36423,0.36932,0.37425,0.38013,0.3834,0.38793,0.39251,0.39648,0.39988,0.40644,0.40917,0.41357,0.41684,0.42198,0.42631,0.42978,0.43312,0.43761,0.44219,0.44504,0.44962,0.45324,0.4561,0.45811,0.46162,0.46451,0.46829
30.,6.,0.01,0.33267,0.33293333333333336,0.3688766666666667,0.40345333333333333,0.43227333333333334,0.4542466666666667,0.4742133333333333,0.4903766666666667,0.5048033333333334,0.51665,0.5283833333333333,0.5399833333333334,0.5503166666666667,0.55745,0.5661866666666666,0.5732866666666667,0.5815366666666667,0.5880666666666666,0.59356,0.6011766666666667,0.6070966666666666,0.61348,0.6178566666666667,0.62352,0.62848,0.63421,0.6395366666666666,0.6430966666666666,0.64845,0.6527466666666667,0.65761,0.6610766666666666,0.6660433333333333,0.6698833333333334,0.6743966666666666,0.6789633333333334,0.6809566666666667,0.6846966666666666,0.6895733333333334,0.6921066666666666,0.15201333333333333,0.16877,0.18372333333333332,0.19866333333333333,0.21121333333333334,0.22252333333333332,0.23302666666666666,0.24353,0.25110333333333335,0.2598433333333333,0.26699666666666666,0.27354333333333336,0.28182,0.2883133333333333,0.29502666666666666,0.30028666666666665,0.3064233333333333,0.3121466666666667,0.31795666666666667,0.3231733333333333,0.32696333333333333,0.3332366666666667,0.33814333333333335,0.3426766666666667,0.3471,0.35340666666666665,0.3574866666666667,0.3619466666666667,0.36757666666666666,0.37245,0.37606,0.3798533333333333,0.3839066666666667,0.3885166666666667,0.3922866666666667,0.3980533333333333,0.40187,0.40618333333333334,0.40967333333333333,0.41385666666666665,0.41698666666666667,0.42139666666666664,0.4252,0.42961666666666665,0.43354,0.43791,0.44203,0.44523,0.44959,0.45353666666666664
3.,0.5,0.1,0.33243333333333336,0.3359666666666667,0.3622666666666667,0.3914666666666667,0.4102,0.4288666666666667,0.43846666666666667,0.45593333333333336,0.46523333333333333,0.47686666666666666,0.4895,0.49516666666666664,0.5080333333333333,0.5089,0.5173,0.5242666666666667,0.5329,0.5363666666666667,0.5385666666666666,0.5504,0.5506,0.5562666666666667,0.5600333333333334,0.563,0.5735333333333333,0.5760333333333333,0.5813666666666667,0.5838333333333333,0.5866333333333333,0.5874666666666667,0.5923333333333334,0.5999333333333333,0.6042333333333333,0.6087666666666667,0.6080666666666666,0.6098,0.6139,0.6194,0.6229666666666667,0.6263,0.18543333333333334,0.2128,0.23956666666666668,0.26033333333333336,0.2803333333333333,0.30073333333333335,0.32,0.33816666666666667,0.3487,0.3610333333333333,0.3743,0.38776666666666665,0.40003333333333335,0.40853333333333336,0.41896666666666665,0.43066666666666664,0.4386,0.4448666666666667,0.45226666666666665,0.45713333333333334,0.4691,0.47153333333333336,0.4775,0.4817666666666667,0.49083333333333334,0.49606666666666666,0.5046333333333334,0.5055333333333333,0.5114333333333333,0.5175,0.5218333333333334,0.5281,0.5268333333333334,0.5339666666666667,0.5371666666666667,0.5385666666666666,0.5468333333333333,0.5511666666666667,0.5536333333333333,0.5565666666666667,0.5620333333333334,0.5655333333333333,0.5670333333333333,0.5717,0.5728666666666666,0.5796666666666667,0.5794,0.5827666666666667,0.5848333333333333,0.5827666666666667
10.,0.5,0.1,0.33172,0.3339,0.36504,0.39184,0.41273,0.43083,0.44634,0.45965,0.47171,0.48535,0.49121,0.50084,0.51118,0.51817,0.52796,0.5331,0.54218,0.54771,0.5514,0.55918,0.56241,0.56825,0.57089,0.57713,0.58178,0.58649,0.58946,0.5937,0.60156,0.60164,0.60641,0.61034,0.61594,0.61817,0.62234,0.62579,0.6281,0.62902,0.63477,0.63615,0.18208,0.20794,0.23026,0.25311,0.27297,0.29126,0.30976,0.32645,0.3398,0.35627,0.37044,0.38209,0.39463,0.4064,0.41469,0.42549,0.43588,0.44627,0.45373,0.46373,0.47158,0.48098,0.48598,0.49152,0.50017,0.50625,0.51345,0.51704,0.52495,0.52896,0.53372,0.53944,0.5447,0.54937,0.55238,0.55786,0.56139,0.56641,0.5707,0.573,0.57792,0.58308,0.58675,0.59072,0.59468,0.59797,0.59932,0.60242,0.60382,0.60962
30.,0.5,0.1,0.33267,0.33265666666666666,0.36314,0.3918333333333333,0.41623333333333334,0.43426,0.45132,0.46436,0.4776566666666667,0.4875466666666667,0.49817333333333336,0.5081466666666666,0.51755,0.52373,0.5303833333333333,0.5374833333333333,0.54476,0.5509133333333334,0.55512,0.56193,0.5675733333333334,0.5732066666666666,0.57595,0.5815633333333333,0.58612,0.5906766666666666,0.59373,0.5977033333333334,0.6019266666666667,0.60579,0.6098966666666666,0.6122966666666667,0.6169966666666666,0.6211033333333333,0.6247166666666667,0.6283566666666667,0.6295633333333334,0.6330233333333334,0.63712,0.6387333333333334,0.17907,0.20638333333333334,0.22699,0.24867333333333333,0.26681333333333335,0.2863266666666667,0.30155666666666664,0.31899333333333335,0.3339533333333333,0.3480333333333333,0.3616533333333333,0.37519,0.38764333333333334,0.3995766666666667,0.41096666666666665,0.42037,0.4315833333333333,0.44289,0.45216666666666666,0.46075333333333335,0.46839,0.47868333333333335,0.4853766666666667,0.49294333333333334,0.49987333333333334,0.50846,0.5146166666666666,0.5210366666666667,0.5273433333333334,0.5335833333333333,0.5384766666666667,0.5437333333333333,0.5486333333333333,0.5544733333333334,0.5584633333333333,0.5639233333333333,0.5692866666666667,0.57419,0.5782166666666667,0.5821966666666667,0.5850233333333333,0.5887,0.59263,0.5959066666666667,0.5992466666666667,0.6030166666666666,0.6061133333333333,0.60982,0.61286,0.6154433333333333
3.,1.,0.1,0.33243333333333336,0.3361,0.36223333333333335,0.39213333333333333,0.4119,0.4301,0.4417333333333333,0.4593,0.4685666666666667,0.48133333333333334,0.4930333333333333,0.4997,0.5126333333333334,0.5169333333333334,0.5227333333333334,0.5311,0.5398333333333334,0.5436333333333333,0.5476666666666666,0.5572666666666667,0.5599333333333333,0.5645333333333333,0.5713,0.5727666666666666,0.5835,0.5870666666666666,0.5914,0.5966333333333333,0.5993333333333334,0.6000666666666666,0.6060666666666666,0.6099333333333333,0.6176666666666667,0.6224666666666666,0.622,0.6243333333333333,0.6270666666666667,0.6328666666666667,0.6371,0.6388666666666667,0.1801,0.2045,0.2311,0.2521,0.2711,0.28973333333333334,0.3093,0.3268333333333333,0.33786666666666665,0.3511,0.36706666666666665,0.3804,0.3915,0.4021,0.4114,0.42346666666666666,0.43023333333333336,0.43766666666666665,0.4461,0.4508333333333333,0.46173333333333333,0.4661,0.4749333333333333,0.4781666666666667,0.48633333333333334,0.4917666666666667,0.4999,0.5027,0.5085666666666666,0.5147666666666667,0.5189666666666667,0.5251,0.5257666666666667,0.5332333333333333,0.5366333333333333,0.5387333333333333,0.5476666666666666,0.5488333333333333,0.5533333333333333,0.5550333333333334,0.5607,0.5663333333333334,0.5672666666666667,0.5715333333333333,0.5729333333333333,0.5815666666666667,0.5807,0.5833,0.586,0.5838666666666666
10.,1.,0.1,0.33172,0.33349,0.36519,0.39353,0.41562,0.43541,0.45267,0.46715,0.48036,0.49399,0.50164,0.51248,0.52273,0.53084,0.54212,0.5475,0.55682,0.56226,0.56608,0.57521,0.58,0.58516,0.58804,0.59506,0.6007,0.60544,0.60911,0.61318,0.6206,0.62136,0.62642,0.63072,0.63626,0.63906,0.64364,0.64735,0.64969,0.6507,0.65628,0.6587,0.17072,0.19447,0.21656,0.23849,0.25734,0.27699,0.29497,0.31172,0.32614,0.34263,0.35658,0.3687,0.38182,0.39422,0.40299,0.41571,0.42652,0.43705,0.44492,0.45561,0.46427,0.47501,0.48133,0.48676,0.49709,0.50477,0.51169,0.51679,0.52377,0.52948,0.536,0.54222,0.54792,0.55369,0.55773,0.56277,0.56771,0.57229,0.57797,0.58072,0.58583,0.59063,0.59444,0.60009,0.60459,0.60841,0.61037,0.6138,0.61582,0.62068
30.,1.,0.1,0.33267,0.33254,0.36292,0.39387,0.42060333333333333,0.44099333333333335,0.45992666666666665,0.47501,0.49008,0.5010933333333333,0.51288,0.52388,0.5341466666666667,0.5415066666666667,0.54845,0.55608,0.5637433333333334,0.5700766666666667,0.5751366666666666,0.5823366666666666,0.58818,0.5942566666666667,0.59804,0.60353,0.6073866666666666,0.61297,0.61691,0.62089,0.6249466666666667,0.6294166666666666,0.6337566666666666,0.6361133333333333,0.6410766666666666,0.6449266666666666,0.6492933333333333,0.6529566666666666,0.6542633333333333,0.65824,0.6625,0.6640666666666667,0.1665,0.19075333333333333,0.21089333333333332,0.23189666666666667,0.24955,0.2684,0.2837366666666667,0.3008166666666667,0.31529,0.3297866666666667,0.3440933333333333,0.35806666666666664,0.37105,0.3838666666666667,0.39576333333333336,0.40614666666666666,0.41847666666666666,0.4311,0.44154666666666664,0.45119333333333334,0.45970666666666665,0.47113666666666665,0.47934,0.4879833333333333,0.49624,0.5062366666666667,0.5134766666666667,0.5209566666666666,0.52863,0.5362033333333334,0.5418666666666667,0.5483033333333334,0.55387,0.56037,0.5654933333333333,0.57231,0.5782733333333333,0.5837066666666667,0.5886633333333333,0.59366,0.5968133333333333,0.6015033333333333,0.60561,0.6100133333333333,0.61394,0.61827,0.6224633333333334,0.6260733333333334,0.62983,0.6332766666666667
3.,3.,0.1,0.33243333333333336,0.3339666666666667,0.3615,0.3929,0.4145333333333333,0.43616666666666665,0.44993333333333335,0.4689333333333333,0.4801666666666667,0.492,0.5076666666666667,0.5157333333333334,0.5288333333333334,0.5344333333333333,0.5446333333333333,0.5530333333333334,0.5624,0.5673,0.5711333333333334,0.5821666666666667,0.5847666666666667,0.5928666666666667,0.5987666666666667,0.6038,0.6141666666666666,0.6192666666666666,0.6234333333333333,0.627,0.6302333333333333,0.6314,0.6373666666666666,0.6420333333333333,0.6509333333333334,0.6548,0.6574,0.6616666666666666,0.6649333333333334,0.6697666666666666,0.6727666666666666,0.6757,0.16003333333333333,0.17806666666666668,0.20113333333333333,0.2187,0.23526666666666668,0.25266666666666665,0.2721,0.2881,0.3004,0.3121333333333333,0.3253333333333333,0.3381,0.34863333333333335,0.3597,0.36883333333333335,0.3787,0.38743333333333335,0.39353333333333335,0.40203333333333335,0.4073,0.4181666666666667,0.42206666666666665,0.42833333333333334,0.4348666666666667,0.44293333333333335,0.4498666666666667,0.4565,0.46226666666666666,0.4678333333333333,0.4756666666666667,0.47973333333333334,0.4840333333333333,0.4877,0.4954,0.4983666666666667,0.5046666666666667,0.5119666666666667,0.5136,0.5171,0.5209333333333334,0.5264666666666666,0.5327666666666667,0.5357,0.5376333333333333,0.5412,0.5464666666666667,0.55,0.5524333333333333,0.5572666666666667,0.5583333333333333
10.,3.,0.1,0.33172,0.33375,0.36523,0.39678,0.42342,0.44898,0.47134,0.49193,0.50881,0.52565,0.53761,0.55074,0.56303,0.57371,0.58656,0.59548,0.60662,0.61427,0.62032,0.63047,0.63551,0.64303,0.64866,0.65553,0.66263,0.66854,0.67251,0.67786,0.6864,0.6887,0.69504,0.69988,0.70704,0.70895,0.71487,0.71823,0.72154,0.7226,0.7285,0.73233,0.13377,0.14963,0.16683,0.18393,0.19906,0.21508,0.23125,0.24341,0.25588,0.27065,0.28318,0.29404,0.3073,0.32015,0.32833,0.3413,0.35176,0.36217,0.37211,0.38317,0.39333,0.40384,0.41132,0.41816,0.42979,0.43758,0.44809,0.45437,0.46334,0.47182,0.47928,0.48637,0.49489,0.5019,0.5088,0.51537,0.52179,0.52805,0.53469,0.5401,0.54765,0.55385,0.55958,0.56718,0.57121,0.5774,0.58073,0.58617,0.59192,0.59597
