A2IJ7FMI47IJB7,1H40uCzt2v2E-SJwAAAz,0.53,1.85,2.6,2.35,1,4,3,5,4,3,4,64,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
A2O7P3NAOR9TUG,IB5E_9dQe8KJLC-CAAA8,0.34,0.19,0.8,0.55,1,5,5,5,5,2,3,35,1,United States,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2OFN0A5CPLH57,mFx-kkOItpFDAT9LAAAY,0.02,2.03,2.3,2.05,1,3,3,5,5,2,2,32,2,United States,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2SEAYIAJR2YD5,oDQP_squ1kkKms4-AAAV,0.04,1.94,2.2,1.95,1,4,3,5,5,4,4,50,1,United States,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2SWQM5X54P1O5,Ce-XZiXGuaIwfsXJAAAR,0.11,1.92,2.3,2.05,1,3,4,5,5,5,3,28,2,United States,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2SYRFPPV9WDEG,_BDEgIznXCout3zrAABB,0.08,0,0.3,0.05,1,4,2,4,5,4,0,34,1,United States,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,
A2UF2FRGVW4T89,z6b63Ee_K7Kref9EAABw,0.04,0,0.3,0.05,1,5,1,1,1,1,0,42,1,United States,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2VBSFSJXLZZ7A,U0uFP5RO7nWQrE2IAABA,0,1.89,2.1,1.85,1,5,5,5,5,4,4,33,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2YTO4EY3MNYAJ,oLR9xrfcjVeXLjOrAAAP,0.15,1.85,2.3,2.05,1,1,2,5,5,5,3,41,2,United States,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A311S2J8UUQ7QR,MoONnQNt6nvnt7Z7AABJ,0.12,1.98,2.4,2.15,1,4,3,5,5,3,3,29,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A317ULX3VVI09F,swEMj7wVKWdFdbNFAAA5,0.46,1.96,2.7,2.45,1,5,4,4,5,4,4,59,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
A37WNG6DI65P9,rsRh8X9XvdrZDX0zAAAb,0,1.35,1.6,1.35,1,4,5,5,4,5,4,18,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A38HFMRXB5Q13M,8lfBQCZZoOEnHlKkAABm,0.24,1.89,2.4,2.15,1,4,3,5,5,3,3,28,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A38NH3TWVZI9NC,s5A0lY4O1bxO6uTMAAA9,0.26,1.86,2.4,2.15,1,3,4,5,5,5,2,31,1,United States,Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-G900A Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36
A3FYSDFRZF4T8,x3ubWcC2rvXDJBTWAAA2,0.5,1.96,2.7,2.45,1,3,2,4,4,3,4,48,2,United States,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3G157UGPUSVSI,Nrl_1XZxwl5UakEqAAAp,0.04,1.88,2.2,1.95,1,2,1,1,2,1,1,28,2,United States,Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3GK9LWMSDH4P9,n9vgiK7WZ8FoB2bVAAAM,0.17,1.9,2.3,2.05,1,4,4,2,3,2,4,26,2,United States,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9
A3GLT78I4NBP4Q,rVXtscF_w2XcI1XvAAAk,0.05,0,0.3,0.05,1,4,3,3,5,4,4,21,1,United States,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:43.0) Gecko/20100101 Firefox/43.0,
A3GQVIYPZGNZ71,OBa00sC9VCtmhM5bAABr,0.46,1.95,2.7,2.45,1,5,4,5,5,5,2,23,1,United States,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:43.0) Gecko/20100101 Firefox/43.0,
A3KVH7IYW9XEJX,j-Ibkd_z64WS9vf9AABs,0.06,0,0.3,0.05,1,1,1,3,3,3,2,27,2,United States,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3N0QZ9ZKUCTCQ,BpkrXU_-GnS9UMxeAABL,0.78,1.86,2.9,2.65,1,4,3,5,5,2,4,27,1,United States,Mozilla/5.0 (Windows NT 6.0; rv:43.0) Gecko/20100101 Firefox/43.0,
A3NAHN61XJ3ZAT,AeA2SrCDCRV3c5XwAAAX,0.03,1.99,2.3,2.05,1,4,5,5,5,5,2,36,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3Q1TSGNQW1SGY,I9FxlpjJG57AKnUQAAA3,0.09,0,0.3,0.05,1,1,1,1,1,3,2,33,1,United States,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3Q6CRUM69OF2C,fX26qtZn5HdcsmHmAAAy,0.53,1.9,2.7,2.45,1,3,4,5,5,5,0,24,1,United States,Mozilla/5.0 (Linux; Android 5.1.1; SM-G925K Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.43 Mobile Safari/537.36
A3QSFE6GKO157S,0LsruWwxspkht07nAAAl,0.06,1.94,2.3,2.05,1,4,4,5,5,5,4,27,1,United States,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3RU7ANMLXJQF6,Gzr6e6ZgsDG3j-bLAAAd,0.14,1.87,2.3,2.05,1,4,4,5,5,2,4,24,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3TTG9ALOZM8RC,jr4DBUvnxuvGYG9EAAAG,0.27,1.93,2.5,2.25,1,2,2,5,5,1,4,25,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
A6UIUV1C3DDMC,dkcaT3-FWSJqlZvOAAAj,0.09,1.89,2.2,1.95,1,5,5,4,4,5,3,32,2,India,Mozilla/5.0 (Linux; Android 5.1.1; C6806 Build/14.6.A.1.236) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.83 Mobile Safari/537.36
A7E3FH32S3DK4,gHmNp4vOWETJjVquAAAW,0.03,1.89,2.2,1.95,1,4,4,3,3,3,3,23,2,United States,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
ABO9F0JD9NN54,7UbKeSWRZ7pfWJQzAAAi,0.09,1.82,2.2,1.95,1,3,3,4,4,4,4,29,2,United States,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
ABT1LQRU1XTPE,fQBfacDo1Fc-bukgAAAT,0.08,0.97,1.3,1.05,1,5,5,5,5,5,4,52,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
ACINC1OCL1LXG,ntJ5FK3vXqMdhPOjAAAr,0.03,1.81,2.1,1.85,1,4,4,5,5,4,3,36,1,United States,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
AH5OJXZ6SBCKU,QkmxcX7yzXDdRTpgAABY,0.29,1.83,2.4,2.15,1,3,5,5,5,5,4,26,1,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
AJJN8DXE4FAFY,Qj38EGJadkvD9eVrAAA6,0.44,1.87,2.6,2.35,1,2,1,4,5,5,0,30,1,United States,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
AKLV0WIZZ356X,WtEDj_fw-cpS1pggAABn,0.02,2,2.3,2.05,1,4,4,5,5,5,4,40,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
AL46ZTF0WM4MR,9o8EzyvvPj8LbTERAAAf,0.08,0,0.3,0.05,1,4,4,5,5,5,4,19,1,United States,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36
ANMXMEB55AGM6,3oae2zM2X41yfjzPAAAh,0.09,1.86,2.2,1.95,1,2,2,5,5,1,4,33,1,United States,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2615.0 Safari/537.36
AP20RSEMZHC4H,p9Zt7xb30_quOo1wAAAS,0.08,1.91,2.2,1.95,1,4,4,5,5,1,4,33,1,United States,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
AQS3FRLPZ1VFL,54c6W4-h629pBQtBAAAO,0.16,0.69,1.1,0.85,1,5,5,5,5,5,4,30,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
AU59W7RRG9LV,mM9FlpPraJcoN9fuAAAx,0.57,1.86,2.7,2.45,1,5,5,5,5,4,3,36,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
AYNKQRPMSDXQ3,yNd3nbXHANr8KF5sAAAQ,0.12,1.86,2.2,1.95,1,3,3,5,5,2,4,26,1,United States,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
AZ3UJSORE5QF3,1P5Z180tkrDfYcWVAAAJ,0.22,0,0.5,0.25,1,4,4,2,5,1,1,23,2,United States,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,
