groupSize,theta,lambda,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90
30.,6.,0.01,0.33267,0.33301,0.38200666666666666,0.42106333333333335,0.45049333333333336,0.47382,0.49373,0.50997,0.5242333333333333,0.5369666666666667,0.5481233333333333,0.5591833333333334,0.5687333333333333,0.5780033333333333,0.5860633333333334,0.59376,0.60118,0.6072133333333334,0.6132733333333333,0.6201533333333333,0.62627,0.63165,0.6371266666666666,0.6416,0.6462566666666667,0.6509633333333333,0.65539,0.65978,0.6639933333333333,0.66843,0.6719533333333333,0.6764866666666667,0.6801033333333333,0.6835466666666666,0.6865766666666666,0.69025,0.6927566666666667,0.6954566666666666,0.6983266666666667,0.7015333333333333,0.14834,0.15256,0.15661333333333333,0.16093666666666667,0.16463666666666665,0.16823333333333335,0.17172666666666667,0.17490333333333333,0.17803333333333332,0.18100333333333332,0.18379666666666666,0.18670333333333333,0.18930666666666668,0.19191,0.19443,0.19682333333333332,0.19918,0.20155333333333333,0.20384666666666668,0.20595,0.20804333333333333,0.21032,0.21234,0.2141,0.21602333333333334,0.2184,0.22014666666666666,0.22224,0.22393333333333335,0.22577666666666665,0.22749,0.22896333333333332,0.23061333333333334,0.23232333333333333,0.23383,0.23550666666666667,0.23730333333333334,0.23861666666666667,0.24032666666666666,0.24190333333333333,0.24338666666666667,0.24469333333333335,0.24611,0.24764333333333333,0.24943666666666667,0.25066666666666665,0.2525,0.25411333333333336,0.2553566666666667,0.25676
3.,0.5,0.1,0.33243333333333336,0.3361,0.3754,0.4140666666666667,0.44033333333333335,0.4644333333333333,0.4839,0.5057666666666667,0.5193,0.5317666666666667,0.5450666666666667,0.5577333333333333,0.5687,0.5733666666666667,0.5833333333333334,0.591,0.6031,0.6078333333333333,0.6149333333333333,0.6223333333333333,0.6268666666666667,0.6335333333333333,0.6399333333333334,0.6437666666666667,0.6519333333333334,0.6558,0.6600666666666667,0.664,0.6674,0.6689,0.6775666666666667,0.6832,0.6854,0.6893,0.6927666666666666,0.6958666666666666,0.6965666666666667,0.7006333333333333,0.7042333333333334,0.7061666666666667,0.14393333333333333,0.16566666666666666,0.18603333333333333,0.20573333333333332,0.2238,0.24373333333333333,0.25943333333333335,0.2744666666666667,0.28946666666666665,0.30506666666666665,0.319,0.3317333333333333,0.3462,0.35636666666666666,0.3678666666666667,0.38016666666666665,0.39166666666666666,0.4028,0.4101,0.42013333333333336,0.4315333333333333,0.4405,0.45113333333333333,0.45763333333333334,0.4674333333333333,0.47373333333333334,0.483,0.4892,0.4950333333333333,0.5051333333333333,0.5120333333333333,0.5193,0.5230666666666667,0.5301333333333333,0.5345333333333333,0.5392,0.5483666666666667,0.5541,0.5612,0.5666,0.5716666666666667,0.577,0.5816333333333333,0.5865,0.5905333333333334,0.5978,0.6028333333333333,0.6054,0.6082,0.6145333333333334
10.,0.5,0.1,0.33172,0.33406,0.37855,0.41839,0.44659,0.47282,0.49322,0.51189,0.52794,0.54251,0.55475,0.56792,0.57853,0.5897,0.59839,0.60624,0.61797,0.62435,0.63017,0.64012,0.64523,0.65149,0.65757,0.66334,0.66945,0.67414,0.67984,0.68413,0.68778,0.69249,0.69833,0.70268,0.70585,0.70925,0.71296,0.71544,0.71672,0.71943,0.725,0.7275,0.13569,0.15567,0.17637,0.19518,0.21385,0.23131,0.24919,0.26732,0.28038,0.29843,0.31297,0.32592,0.34026,0.35273,0.36466,0.3775,0.39039,0.4024,0.41451,0.42627,0.43726,0.44897,0.45874,0.46888,0.47956,0.48989,0.49984,0.50685,0.51755,0.52586,0.53404,0.5442,0.55103,0.55923,0.56377,0.57219,0.57765,0.58553,0.59131,0.59935,0.60544,0.61126,0.6166,0.62249,0.62906,0.63456,0.6378,0.64404,0.64888,0.65261
30.,0.5,0.1,0.33267,0.33276,0.3754033333333333,0.4163633333333333,0.4476,0.47292666666666666,0.49541,0.5137966666666667,0.5311633333333333,0.5454766666666667,0.55856,0.5715166666666667,0.5826266666666666,0.59327,0.60249,0.6123533333333333,0.62103,0.62859,0.6363333333333333,0.6433033333333333,0.6501933333333333,0.65707,0.6629966666666667,0.6677133333333334,0.6737833333333333,0.6794066666666667,0.6843,0.6885766666666666,0.69311,0.6987533333333333,0.7026566666666667,0.7066766666666666,0.7101666666666666,0.7141966666666667,0.7172066666666667,0.7206266666666666,0.72275,0.7263433333333333,0.7296433333333333,0.73225,0.13313,0.15444,0.17430666666666667,0.19326,0.21167,0.22951333333333335,0.24623333333333333,0.2621866666666667,0.27857666666666664,0.29505333333333333,0.3089166666666667,0.3237833333333333,0.3388333333333333,0.35220666666666667,0.3656,0.37795,0.3918933333333333,0.40552666666666665,0.4171066666666667,0.4288166666666667,0.44112,0.4531866666666667,0.46374,0.47486333333333336,0.48575,0.49562666666666666,0.5050433333333333,0.5146433333333333,0.5251266666666666,0.5337033333333333,0.5429766666666667,0.55064,0.5595033333333334,0.5679066666666667,0.5748533333333333,0.5826166666666667,0.59003,0.5976266666666666,0.6043033333333333,0.61124,0.6174333333333333,0.6240833333333333,0.6292,0.6347866666666667,0.6413,0.6459533333333334,0.65188,0.65679,0.66175,0.66661
3.,1.,0.1,0.33243333333333336,0.3354,0.37616666666666665,0.41496666666666665,0.44216666666666665,0.46786666666666665,0.4885,0.5118666666666667,0.5247333333333334,0.5374,0.5507666666666666,0.5644,0.5776333333333333,0.5824,0.5932333333333333,0.6031666666666666,0.6139333333333333,0.6218666666666667,0.6289,0.6367666666666667,0.6424,0.6501333333333333,0.6549333333333334,0.6593666666666667,0.6673,0.6742,0.6776666666666666,0.6820333333333334,0.6856,0.6877666666666666,0.6961,0.7014333333333334,0.7046666666666667,0.7074333333333334,0.7110666666666666,0.7158666666666667,0.7156,0.7208666666666667,0.7235666666666667,0.7281,0.136,0.1509,0.16753333333333334,0.18296666666666667,0.1993,0.21733333333333332,0.23016666666666666,0.2434,0.25776666666666664,0.2709666666666667,0.28296666666666664,0.2960333333333333,0.3096,0.3183,0.3272333333333333,0.33886666666666665,0.3488,0.3581,0.36696666666666666,0.3752,0.3869666666666667,0.39386666666666664,0.4034,0.4123,0.4225333333333333,0.4302666666666667,0.4382333333333333,0.44526666666666664,0.45013333333333333,0.4602333333333333,0.4671666666666667,0.4759333333333333,0.4786,0.4851666666666667,0.4898666666666667,0.49483333333333335,0.5027333333333334,0.5076333333333334,0.5140666666666667,0.5225,0.524,0.5318666666666667,0.5367666666666666,0.5414333333333333,0.5452666666666667,0.5543333333333333,0.5585666666666667,0.5613,0.566,0.5721666666666667
10.,1.,0.1,0.33172,0.33406,0.37884,0.42055,0.45099,0.47864,0.50059,0.52102,0.54025,0.55694,0.56964,0.58443,0.59656,0.60924,0.62018,0.62915,0.64144,0.64929,0.65695,0.66789,0.67456,0.68079,0.68822,0.6946,0.70148,0.70748,0.71435,0.71844,0.72398,0.72931,0.73526,0.74033,0.74397,0.74838,0.75207,0.75489,0.75704,0.75998,0.76597,0.76765,0.11409,0.12998,0.14494,0.1601,0.17537,0.19063,0.20571,0.22097,0.23201,0.24774,0.26164,0.27318,0.28694,0.29946,0.31132,0.32374,0.33662,0.34869,0.35979,0.37256,0.3837,0.39502,0.40562,0.41537,0.42636,0.43745,0.44827,0.45746,0.46775,0.47636,0.48542,0.49732,0.50619,0.51518,0.52355,0.53184,0.53995,0.54863,0.55627,0.56534,0.57237,0.58027,0.58631,0.59363,0.60124,0.6072,0.61317,0.62066,0.62612,0.63211
30.,1.,0.1,0.33267,0.33275333333333335,0.37543333333333334,0.41870666666666667,0.4530533333333333,0.48129,0.5067833333333334,0.5274733333333333,0.5468,0.5637966666666666,0.57896,0.5938166666666667,0.6071433333333334,0.6188933333333333,0.63063,0.64141,0.6518566666666666,0.6609533333333333,0.6700333333333334,0.67788,0.68639,0.6933166666666667,0.70035,0.7060266666666667,0.7129566666666667,0.71942,0.72529,0.7303733333333333,0.7351166666666666,0.7411033333333333,0.7453766666666667,0.7503466666666667,0.75454,0.75892,0.76228,0.7662666666666667,0.76872,0.77346,0.77656,0.7794766666666667,0.10971666666666667,0.12507,0.14045666666666667,0.15557666666666667,0.17022666666666667,0.18513666666666667,0.19889,0.21240333333333333,0.22543666666666667,0.23950333333333335,0.25227,0.2654433333333333,0.27886333333333335,0.29222333333333333,0.3038133333333333,0.3166333333333333,0.3298333333333333,0.34363666666666665,0.3550433333333333,0.3679,0.38043333333333335,0.39235333333333333,0.4038733333333333,0.41606333333333334,0.42798,0.43989333333333336,0.4511866666666667,0.46247666666666665,0.4741066666666667,0.48478666666666664,0.49535666666666667,0.5056566666666666,0.51661,0.5265433333333334,0.53635,0.54602,0.55558,0.56505,0.5743933333333333,0.58339,0.59165,0.6003466666666667,0.6083766666666667,0.61543,0.6242033333333333,0.63098,0.6389466666666667,0.6458533333333333,0.6527,0.65953
3.,3.,0.1,0.33243333333333336,0.3345666666666667,0.3742666666666667,0.4149333333333333,0.4441,0.4701,0.49283333333333335,0.5139666666666667,0.5283333333333333,0.5434,0.5587,0.5715333333333333,0.5857666666666667,0.5938,0.6050333333333333,0.6126333333333334,0.626,0.6326,0.6424666666666666,0.6499666666666667,0.6593333333333333,0.6646666666666666,0.671,0.6776666666666666,0.6835333333333333,0.6902333333333334,0.6951666666666667,0.6995333333333333,0.7055666666666667,0.7105,0.7150333333333333,0.7215333333333334,0.7235333333333334,0.7273666666666667,0.7302666666666666,0.7355,0.7391333333333333,0.7423333333333333,0.7452,0.75,0.12466666666666666,0.132,0.13933333333333334,0.14673333333333333,0.1568,0.16376666666666667,0.17056666666666667,0.17846666666666666,0.18513333333333334,0.1914,0.1967,0.20526666666666665,0.21196666666666666,0.21713333333333334,0.22246666666666667,0.22846666666666668,0.23276666666666668,0.2392,0.24453333333333332,0.24923333333333333,0.2555,0.25953333333333334,0.26576666666666665,0.27116666666666667,0.2775,0.2822,0.2895666666666667,0.29356666666666664,0.2975,0.3015,0.30623333333333336,0.30996666666666667,0.3146,0.3197,0.3229666666666667,0.32866666666666666,0.3327,0.33673333333333333,0.3397,0.3434,0.3475666666666667,0.3515,0.35663333333333336,0.3602666666666667,0.3642666666666667,0.3691333333333333,0.3737,0.3748,0.37856666666666666,0.38276666666666664
10.,3.,0.1,0.33172,0.33373,0.37823,0.42331,0.4587,0.49122,0.51832,0.54304,0.56519,0.58593,0.60275,0.61888,0.63482,0.64997,0.66338,0.67488,0.68851,0.69909,0.71022,0.72139,0.72995,0.73853,0.74797,0.75477,0.76323,0.7689,0.77705,0.78248,0.78931,0.79495,0.80229,0.80803,0.8129,0.81886,0.82318,0.82675,0.83091,0.83484,0.84043,0.84388,0.07631,0.08205,0.08726,0.09384,0.09949,0.10477,0.11085,0.11699,0.12088,0.12639,0.13163,0.13627,0.14137,0.14599,0.15183,0.15677,0.16126,0.16596,0.17095,0.17521,0.18058,0.18622,0.19053,0.1948,0.19945,0.20486,0.20951,0.21405,0.22,0.22344,0.22836,0.23437,0.2389,0.24395,0.24801,0.25473,0.25839,0.26264,0.2679,0.2724,0.27702,0.28082,0.28647,0.2906,0.2957,0.30059,0.3059,0.31083,0.31408,0.31971
30.,3.,0.1,0.33267,0.33279,0.37549666666666665,0.4250566666666667,0.46833,0.5060466666666666,0.5401633333333333,0.56904,0.5942666666666667,0.6176633333333333,0.63786,0.65714,0.6744566666666667,0.6903966666666667,0.70492,0.71862,0.7318733333333334,0.74272,0.7531266666666667,0.7638766666666666,0.7731666666666667,0.78107,0.7892766666666666,0.7970033333333333,0.8043066666666666,0.8110466666666667,0.8178333333333333,0.8239033333333333,0.8292733333333333,0.8351166666666666,0.83932,0.8445466666666667,0.8489266666666667,0.8534166666666667,0.8571566666666667,0.86089,0.8639833333333333,0.8671766666666667,0.8709533333333334,0.8741233333333334,0.06170333333333333,0.06609666666666666,0.07117333333333334,0.07629333333333334,0.08075,0.08524666666666667,0.08948,0.09342,0.09728666666666666,0.10119,0.10465666666666666,0.10855,0.11207666666666667,0.11554,0.11869666666666667,0.12196,0.12555666666666668,0.12903666666666666,0.13260666666666668,0.13552,0.13872,0.14235333333333333,0.14559333333333332,0.14896,0.15237333333333333,0.15568666666666667,0.15871666666666667,0.16204333333333334,0.16654,0.16964,0.17246666666666666,0.17597,0.17987666666666666,0.18319,0.18665333333333334,0.18908666666666665,0.19352,0.19719666666666666,0.20097,0.20482666666666666,0.20824666666666666,0.21257666666666666,0.21544666666666668,0.21928666666666666,0.22395,0.22770666666666667,0.23164666666666667,0.23617666666666667,0.23990666666666666,0.24407333333333334
