condition,environment,groupID,subjectID,groupSize,averagePerformance,optimalChoiceRate,optimalChoiceCount,totalRoundNum,taskDifficulty,groupSize_standerized,groupSize_centralized,groupSize_standerized2,groupSize_centralized2,choiceCount_poor,choiceCount_good1,choiceCount_good2,average_entropy,average_gini
1,environment 2,subRoom1_1_25_12,A1C6BL1O5L5LA9,1,2,0,0,30,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,0,30,0,0,0.666666666666667
1,e1+e2,subRoom1_1_25_12,A1C6BL1O5L5LA9,1,1.97142857142857,0.542857142857143,38,70,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,1,68,1,0,0.666666666666667
1,environment 1,subRoom1_1_25_14,A115A6OQBJFVVS,1,1.8,0.8,32,40,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,5,32,3,0,0.666666666666667
1,environment 2,subRoom1_1_25_14,A115A6OQBJFVVS,1,2,0,0,30,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,0,30,0,0,0.666666666666667
1,e1+e2,subRoom1_1_25_14,A115A6OQBJFVVS,1,1.88571428571429,0.457142857142857,32,70,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,5,62,3,0,0.666666666666667
1,environment 1,subRoom1_1_25_15,ACM517GLZPTV3,1,1.8,0.8,32,40,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,4,32,4,0,0.666666666666667
1,environment 2,subRoom1_1_25_15,ACM517GLZPTV3,1,2.9,0.933333333333333,28,30,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,1,1,28,0,0.666666666666667
1,e1+e2,subRoom1_1_25_15,ACM517GLZPTV3,1,2.27142857142857,0.857142857142857,60,70,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,5,33,32,0,0.666666666666667
1,environment 1,subRoom1_1_25_16,AX3MVCU5MEFED,1,1.2,0.2,8,40,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,16,8,16,0,0.666666666666667
1,environment 2,subRoom1_1_25_16,AX3MVCU5MEFED,1,2.23333333333333,0.533333333333333,16,30,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,9,5,16,0,0.666666666666667
1,e1+e2,subRoom1_1_25_16,AX3MVCU5MEFED,1,1.64285714285714,0.342857142857143,24,70,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,25,13,32,0,0.666666666666667
1,environment 1,subRoom1_1_25_17,A1OSBPDYPJU3BX,1,1.75,0.75,30,40,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,6,30,4,0,0.666666666666667
1,environment 2,subRoom1_1_25_17,A1OSBPDYPJU3BX,1,2,0,0,30,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,0,30,0,0,0.666666666666667
1,e1+e2,subRoom1_1_25_17,A1OSBPDYPJU3BX,1,1.85714285714286,0.428571428571429,30,70,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,6,60,4,0,0.666666666666667
1,environment 1,subRoom1_1_25_18,A1P8M5BKOTAA8I,1,1.55,0.55,22,40,25%,-1.23184000832789,-6.992,-1.20660032474699,-9.42119205298013,7,22,11,0,0.666666666666667
