condition,environment,groupID,subjectID,groupSize,averagePerformance,optimalChoiceRate,optimalChoiceCount,totalRoundNum,taskDifficulty,groupSize_standerized,groupSize_centralized,groupSize_standerized2,groupSize_centralized2,choiceCount_poor,choiceCount_good1,choiceCount_good2,average_entropy,average_gini
1,e1+e2,subRoom1_2_50_19,A9YQQIZRWVPIT,1,NA,NA,NA,NA,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,3,3,3,0,0.666666666666667
1,environment 1,subRoom1_2_50_2,A17J1CE7N49Z9D,1,1.25,0.25,10,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,9,10,21,0,0.666666666666667
1,environment 2,subRoom1_2_50_2,A17J1CE7N49Z9D,1,2.86666666666667,0.933333333333333,28,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,2,0,28,0,0.666666666666667
1,e1+e2,subRoom1_2_50_2,A17J1CE7N49Z9D,1,1.94285714285714,0.542857142857143,38,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,11,10,49,0,0.666666666666667
1,environment 1,subRoom1_2_50_20,A3DS5B06ZCD3E3,1,1.6,0.6,24,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,8,24,8,0,0.666666666666667
1,environment 2,subRoom1_2_50_20,A3DS5B06ZCD3E3,1,2.46666666666667,0.5,15,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,1,14,15,0,0.666666666666667
1,e1+e2,subRoom1_2_50_20,A3DS5B06ZCD3E3,1,1.97142857142857,0.557142857142857,39,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,9,38,23,0,0.666666666666667
1,environment 1,subRoom1_2_50_21,A3MDWIKJ91HLIY,1,1.55,0.55,22,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,10,22,8,0,0.666666666666667
1,environment 2,subRoom1_2_50_21,A3MDWIKJ91HLIY,1,2.23333333333333,0.366666666666667,11,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,4,15,11,0,0.666666666666667
1,e1+e2,subRoom1_2_50_21,A3MDWIKJ91HLIY,1,1.84285714285714,0.471428571428571,33,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,14,37,19,0,0.666666666666667
1,environment 1,subRoom1_2_50_22,A2HBI8BAE2C5QH,1,1.75,0.75,30,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,6,30,4,0,0.666666666666667
1,environment 2,subRoom1_2_50_22,A2HBI8BAE2C5QH,1,2.83333333333333,0.866666666666667,26,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,1,3,26,0,0.666666666666667
1,e1+e2,subRoom1_2_50_22,A2HBI8BAE2C5QH,1,2.21428571428571,0.8,56,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,7,33,30,0,0.666666666666667
1,environment 1,subRoom1_2_50_23,A3SCEZTWZYV3BC,1,1.45,0.45,18,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,13,18,9,0,0.666666666666667
1,environment 2,subRoom1_2_50_23,A3SCEZTWZYV3BC,1,2.1,0.3,9,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,6,15,9,0,0.666666666666667
1,e1+e2,subRoom1_2_50_23,A3SCEZTWZYV3BC,1,1.72857142857143,0.385714285714286,27,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,19,33,18,0,0.666666666666667
1,environment 1,subRoom1_2_50_25,AZ9BZONG644TU,1,1.85,0.85,34,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,4,34,2,0,0.666666666666667
1,environment 2,subRoom1_2_50_25,AZ9BZONG644TU,1,2.76666666666667,0.766666666666667,23,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,0,7,23,0,0.666666666666667
1,e1+e2,subRoom1_2_50_25,AZ9BZONG644TU,1,2.24285714285714,0.814285714285714,57,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,4,41,25,0,0.666666666666667
1,environment 1,subRoom1_2_50_26,ACWGD3ZOAY2EC,1,1.425,0.425,17,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,15,17,8,0,0.666666666666667
1,environment 2,subRoom1_2_50_26,ACWGD3ZOAY2EC,1,2.13333333333333,0.4,12,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,8,10,12,0,0.666666666666667
1,e1+e2,subRoom1_2_50_26,ACWGD3ZOAY2EC,1,1.72857142857143,0.414285714285714,29,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,23,27,20,0,0.666666666666667
1,environment 1,subRoom1_2_50_27,A1LJ4WAEDGELVL,1,1.575,0.575,23,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,8,23,9,0,0.666666666666667
1,environment 2,subRoom1_2_50_27,A1LJ4WAEDGELVL,1,2.83333333333333,0.866666666666667,26,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,1,3,26,0,0.666666666666667
1,e1+e2,subRoom1_2_50_27,A1LJ4WAEDGELVL,1,2.11428571428571,0.7,49,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,9,26,35,0,0.666666666666667
1,environment 1,subRoom1_2_50_29,A3FUE8NT14U4RO,1,1.9,0.9,36,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,2,36,2,0,0.666666666666667
1,environment 2,subRoom1_2_50_29,A3FUE8NT14U4RO,1,2,0,0,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,0,30,0,0,0.666666666666667
1,e1+e2,subRoom1_2_50_29,A3FUE8NT14U4RO,1,1.94285714285714,0.514285714285714,36,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,2,66,2,0,0.666666666666667
1,environment 1,subRoom1_2_50_3,A9HQ3E0F2AGVO,1,1.8,0.8,32,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,6,32,2,0,0.666666666666667
1,environment 2,subRoom1_2_50_3,A9HQ3E0F2AGVO,1,2.57142857142857,0.642857142857143,18,28,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,2,8,18,0,0.666666666666667
1,e1+e2,subRoom1_2_50_3,A9HQ3E0F2AGVO,1,2.11764705882353,0.735294117647059,50,68,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,8,40,20,0,0.666666666666667
1,environment 1,subRoom1_2_50_30,A27W025UEXS1G0,1,1.525,0.525,21,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,10,21,9,0,0.666666666666667
1,environment 2,subRoom1_2_50_30,A27W025UEXS1G0,1,2.43333333333333,0.5,15,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,2,13,15,0,0.666666666666667
1,e1+e2,subRoom1_2_50_30,A27W025UEXS1G0,1,1.91428571428571,0.514285714285714,36,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,12,34,24,0,0.666666666666667
1,environment 1,subRoom1_2_50_31,A3J0IAI8AJBGKX,1,1.45,0.45,18,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,9,18,13,0,0.666666666666667
1,environment 2,subRoom1_2_50_31,A3J0IAI8AJBGKX,1,2.6,0.733333333333333,22,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,4,4,22,0,0.666666666666667
1,e1+e2,subRoom1_2_50_31,A3J0IAI8AJBGKX,1,1.94285714285714,0.571428571428571,40,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,13,22,35,0,0.666666666666667
1,environment 1,subRoom1_2_50_32,A19F72FI7KBTAT,1,1.425,0.425,17,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,15,17,8,0,0.666666666666667
1,environment 2,subRoom1_2_50_32,A19F72FI7KBTAT,1,1.93333333333333,0.166666666666667,5,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,7,18,5,0,0.666666666666667
1,e1+e2,subRoom1_2_50_32,A19F72FI7KBTAT,1,1.64285714285714,0.314285714285714,22,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,22,35,13,0,0.666666666666667
1,environment 1,subRoom1_2_50_4,ABMX8XUNPR3LP,1,1.95,0.95,38,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,1,38,1,0,0.666666666666667
1,environment 2,subRoom1_2_50_4,ABMX8XUNPR3LP,1,2,0,0,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,0,30,0,0,0.666666666666667
1,e1+e2,subRoom1_2_50_4,ABMX8XUNPR3LP,1,1.97142857142857,0.542857142857143,38,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,1,68,1,0,0.666666666666667
1,environment 1,subRoom1_2_50_5,A8L450UGY77XB,1,1.69230769230769,0.692307692307692,27,39,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,6,27,6,0,0.666666666666667
1,environment 2,subRoom1_2_50_5,A8L450UGY77XB,1,2.56666666666667,0.6,18,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,1,11,18,0,0.666666666666667
1,e1+e2,subRoom1_2_50_5,A8L450UGY77XB,1,2.07246376811594,0.652173913043478,45,69,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,7,38,24,0,0.666666666666667
1,environment 1,subRoom1_2_50_6,A183WYXN12P2TJ,1,1.875,0.875,35,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,4,35,1,0,0.666666666666667
1,environment 2,subRoom1_2_50_6,A183WYXN12P2TJ,1,2,0,0,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,0,30,0,0,0.666666666666667
1,e1+e2,subRoom1_2_50_6,A183WYXN12P2TJ,1,1.92857142857143,0.5,35,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,4,65,1,0,0.666666666666667
1,environment 1,subRoom1_2_50_7,A2RDNYV4SH5E89,1,1.325,0.325,13,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,13,13,14,0,0.666666666666667
1,environment 2,subRoom1_2_50_7,A2RDNYV4SH5E89,1,2.36666666666667,0.566666666666667,17,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,6,7,17,0,0.666666666666667
1,e1+e2,subRoom1_2_50_7,A2RDNYV4SH5E89,1,1.77142857142857,0.428571428571429,30,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,19,20,31,0,0.666666666666667
1,environment 1,subRoom1_2_50_8,A33KIELSFIQ02Q,1,1,0,0,2,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,1,0,1,0,0.666666666666667
1,environment 2,subRoom1_2_50_8,A33KIELSFIQ02Q,1,NA,NA,NA,NA,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,0,0,0,NA,NA
1,e1+e2,subRoom1_2_50_8,A33KIELSFIQ02Q,1,NA,NA,NA,NA,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,1,0,1,0,0.666666666666667
1,environment 1,subRoom1_2_50_9,APYVHMR93BEMG,1,2,1,40,40,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,0,40,0,0,0.666666666666667
1,environment 2,subRoom1_2_50_9,APYVHMR93BEMG,1,2,0,0,30,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,0,30,0,0,0.666666666666667
1,e1+e2,subRoom1_2_50_9,APYVHMR93BEMG,1,2,0.571428571428571,40,70,50%,-1.01019379249649,-6.08275862068966,-1.20660032474699,-9.42119205298013,0,70,0,0,0.666666666666667
1,environment 1,mainRoom1_5001,A002160837SWJFPIAI7L7,9,1.77777777777778,0.777777777777778,21,27,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,4,21,2,0.77133521503147,0.294871794871795
1,environment 2,mainRoom1_5001,A002160837SWJFPIAI7L7,9,NA,NA,NA,NA,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,0,0,0,NA,NA
1,e1+e2,mainRoom1_5001,A002160837SWJFPIAI7L7,9,NA,NA,NA,NA,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,4,21,2,0.77133521503147,0.294871794871795
1,environment 1,mainRoom1_5001,A1B5O1E2T429ET,9,1.9,0.9,36,40,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,2,36,2,0.633519867697573,0.385375118708452
1,environment 2,mainRoom1_5001,A1B5O1E2T429ET,9,2,0,0,30,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,0,30,0,0.529565541290304,0.465123456790123
1,e1+e2,mainRoom1_5001,A1B5O1E2T429ET,9,1.94285714285714,0.514285714285714,36,70,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,2,66,2,0.588968013523029,0.420048309178744
1,environment 1,mainRoom1_5001,A1TRH1M3UDKQFE,9,1.7,0.7,28,40,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,5,28,7,0.633519867697573,0.385375118708452
1,environment 2,mainRoom1_5001,A1TRH1M3UDKQFE,9,2.56666666666667,0.6,18,30,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,1,11,18,0.529565541290304,0.465123456790123
1,e1+e2,mainRoom1_5001,A1TRH1M3UDKQFE,9,2.07142857142857,0.657142857142857,46,70,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,6,39,25,0.588968013523029,0.420048309178744
1,environment 1,mainRoom1_5001,A21LUBPHI4SMNU,9,1.45,0.45,18,40,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,10,18,12,0.633519867697573,0.385375118708452
1,environment 2,mainRoom1_5001,A21LUBPHI4SMNU,9,1.96666666666667,0,0,30,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,1,29,0,0.529565541290304,0.465123456790123
1,e1+e2,mainRoom1_5001,A21LUBPHI4SMNU,9,1.67142857142857,0.257142857142857,18,70,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,11,47,12,0.588968013523029,0.420048309178744
1,environment 1,mainRoom1_5001,A26NGLGGFTATVN,9,1.35,0.35,14,40,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,12,14,14,0.633519867697573,0.385375118708452
1,environment 2,mainRoom1_5001,A26NGLGGFTATVN,9,2.16666666666667,0.2,6,30,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,1,23,6,0.529565541290304,0.465123456790123
1,e1+e2,mainRoom1_5001,A26NGLGGFTATVN,9,1.7,0.285714285714286,20,70,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,13,37,20,0.588968013523029,0.420048309178744
1,environment 1,mainRoom1_5001,A28F1ZWZ9H0RHA,9,1.65,0.65,26,40,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,9,26,5,0.633519867697573,0.385375118708452
1,environment 2,mainRoom1_5001,A28F1ZWZ9H0RHA,9,2.23333333333333,0.4,12,30,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,5,13,12,0.529565541290304,0.465123456790123
1,e1+e2,mainRoom1_5001,A28F1ZWZ9H0RHA,9,1.9,0.542857142857143,38,70,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,14,39,17,0.588968013523029,0.420048309178744
1,environment 1,mainRoom1_5001,A31A20Z5P0UJBH,9,1.675,0.675,27,40,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,7,27,6,0.633519867697573,0.385375118708452
1,environment 2,mainRoom1_5001,A31A20Z5P0UJBH,9,2,0,0,29,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,0,29,0,0.527847795669774,0.465836526181354
1,e1+e2,mainRoom1_5001,A31A20Z5P0UJBH,9,1.81159420289855,0.391304347826087,27,69,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,7,56,6,0.589106967859802,0.41968954248366
1,environment 1,mainRoom1_5001,A38534ADOQCUND,9,1.7,0.7,28,40,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,6,28,6,0.633519867697573,0.385375118708452
1,environment 2,mainRoom1_5001,A38534ADOQCUND,9,2.2,0.266666666666667,8,30,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,2,20,8,0.529565541290304,0.465123456790123
1,e1+e2,mainRoom1_5001,A38534ADOQCUND,9,1.91428571428571,0.514285714285714,36,70,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,8,48,14,0.588968013523029,0.420048309178744
1,environment 1,mainRoom1_5001,AOO39X8E3OJYY,9,1.8,0.8,32,40,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,4,32,4,0.633519867697573,0.385375118708452
1,environment 2,mainRoom1_5001,AOO39X8E3OJYY,9,2,0,0,30,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,0,30,0,0.529565541290304,0.465123456790123
1,e1+e2,mainRoom1_5001,AOO39X8E3OJYY,9,1.88571428571429,0.457142857142857,32,70,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,4,62,4,0.588968013523029,0.420048309178744
1,environment 1,mainRoom1_5001,ATJ8M4UR7NGIJ,9,1.575,0.575,23,40,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,11,23,6,0.633519867697573,0.385375118708452
1,environment 2,mainRoom1_5001,ATJ8M4UR7NGIJ,9,2.3,0.466666666666667,14,30,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,5,11,14,0.529565541290304,0.465123456790123
1,e1+e2,mainRoom1_5001,ATJ8M4UR7NGIJ,9,1.88571428571429,0.528571428571429,37,70,50%,0.318405753190505,1.91724137931034,-0.182016329038876,-1.42119205298013,16,34,20,0.588968013523029,0.420048309178744
1,environment 1,subRoom1_5001_10,A231HWNQZQR8GT,2,1.35,0.35,14,40,50%,-0.844118849285619,-5.08275862068966,-1.07852732528348,-8.42119205298013,12,14,14,0.425877583660734,0.435897435897436
1,environment 2,subRoom1_5001_10,A231HWNQZQR8GT,2,2.76666666666667,0.766666666666667,23,30,50%,-0.844118849285619,-5.08275862068966,-1.07852732528348,-8.42119205298013,0,7,23,0.44165082750002,0.433333333333333
1,e1+e2,subRoom1_5001_10,A231HWNQZQR8GT,2,1.95714285714286,0.528571428571429,37,70,50%,-0.844118849285619,-5.08275862068966,-1.07852732528348,-8.42119205298013,12,21,37,0.432637545306142,0.434782608695652
1,environment 1,subRoom1_5001_10,A610SH5RY1NG1,2,1.35,0.35,14,40,50%,-0.844118849285619,-5.08275862068966,-1.07852732528348,-8.42119205298013,17,14,9,0.425877583660734,0.435897435897436
1,environment 2,subRoom1_5001_10,A610SH5RY1NG1,2,2,0,0,29,50%,-0.844118849285619,-5.08275862068966,-1.07852732528348,-8.42119205298013,0,29,0,0.435123967980315,0.436781609195402
1,e1+e2,subRoom1_5001_10,A610SH5RY1NG1,2,1.6231884057971,0.202898550724638,14,69,50%,-0.844118849285619,-5.08275862068966,-1.07852732528348,-8.42119205298013,17,43,9,0.429763745186355,0.436274509803922
1,environment 1,subRoom1_5001_2,A1DY4DM16TBFPL,6,1.5,0.5,6,12,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,3,6,3,0.587411423989,0.387878787878788
1,environment 2,subRoom1_5001_2,A1DY4DM16TBFPL,6,NA,NA,NA,NA,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,0,0,0,NA,NA
1,e1+e2,subRoom1_5001_2,A1DY4DM16TBFPL,6,NA,NA,NA,NA,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,3,6,3,0.587411423989,0.387878787878788
1,environment 1,subRoom1_5001_2,A1WJQFUJFDCST5,6,1.57142857142857,0.571428571428571,4,7,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,2,4,1,0.698969894387767,0.277777777777778
1,environment 2,subRoom1_5001_2,A1WJQFUJFDCST5,6,NA,NA,NA,NA,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,0,0,0,NA,NA
1,e1+e2,subRoom1_5001_2,A1WJQFUJFDCST5,6,NA,NA,NA,NA,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,2,4,1,0.698969894387767,0.277777777777778
1,environment 1,subRoom1_5001_2,A3F0M2W5XC5S62,6,1.775,0.775,31,40,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,4,31,5,0.436173583491369,0.48974358974359
1,environment 2,subRoom1_5001_2,A3F0M2W5XC5S62,6,2.13333333333333,0.233333333333333,7,30,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,3,20,7,0.521394630357186,0.45
1,e1+e2,subRoom1_5001_2,A3F0M2W5XC5S62,6,1.92857142857143,0.542857142857143,38,70,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,7,51,12,0.472696889291005,0.472463768115942
1,environment 1,subRoom1_5001_2,A3N5OHAGVN61R9,6,1.675,0.675,27,40,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,4,27,9,0.436173583491369,0.48974358974359
1,environment 2,subRoom1_5001_2,A3N5OHAGVN61R9,6,2.06666666666667,0.433333333333333,13,30,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,11,6,13,0.521394630357186,0.45
1,e1+e2,subRoom1_5001_2,A3N5OHAGVN61R9,6,1.84285714285714,0.571428571428571,40,70,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,15,33,22,0.472696889291005,0.472463768115942
1,environment 1,subRoom1_5001_2,A3Q129HWWPBCO2,6,1.675,0.675,27,40,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,9,27,4,0.436173583491369,0.48974358974359
1,environment 2,subRoom1_5001_2,A3Q129HWWPBCO2,6,2.46666666666667,0.533333333333333,16,30,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,2,12,16,0.521394630357186,0.45
1,e1+e2,subRoom1_5001_2,A3Q129HWWPBCO2,6,2.01428571428571,0.614285714285714,43,70,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,11,39,20,0.472696889291005,0.472463768115942
1,environment 1,subRoom1_5001_2,AAUTGSJNLCAIR,6,1.85,0.85,34,40,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,2,34,4,0.436173583491369,0.48974358974359
1,environment 2,subRoom1_5001_2,AAUTGSJNLCAIR,6,2.1,0.233333333333333,7,30,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,4,19,7,0.521394630357186,0.45
1,e1+e2,subRoom1_5001_2,AAUTGSJNLCAIR,6,1.95714285714286,0.585714285714286,41,70,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,6,53,11,0.472696889291005,0.472463768115942
1,environment 1,subRoom1_5001_3,A138M4A1NILVRB,6,1.425,0.425,17,40,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,13,17,10,0.583543535463944,0.404558404558405
1,environment 2,subRoom1_5001_3,A138M4A1NILVRB,6,2.23333333333333,0.3,9,30,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,2,19,9,0.487655067693487,0.471111111111111
1,e1+e2,subRoom1_5001_3,A138M4A1NILVRB,6,1.77142857142857,0.371428571428571,26,70,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,15,36,19,0.542448477848034,0.433494363929146
1,environment 1,subRoom1_5001_3,A1640H4RXH8NZE,6,1.76923076923077,0.769230769230769,30,39,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,3,30,6,0.586827064193696,0.401169590643275
1,environment 2,subRoom1_5001_3,A1640H4RXH8NZE,6,2.26666666666667,0.333333333333333,10,30,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,2,18,10,0.487655067693487,0.471111111111111
1,e1+e2,subRoom1_5001_3,A1640H4RXH8NZE,6,1.98550724637681,0.579710144927536,40,69,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,5,48,16,0.543708804845779,0.43202614379085
1,environment 1,subRoom1_5001_3,A1DMTEEO2F5CMV,6,1.825,0.825,33,40,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,3,33,4,0.583543535463944,0.404558404558405
1,environment 2,subRoom1_5001_3,A1DMTEEO2F5CMV,6,2.13333333333333,0.133333333333333,4,30,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,0,26,4,0.487655067693487,0.471111111111111
1,e1+e2,subRoom1_5001_3,A1DMTEEO2F5CMV,6,1.95714285714286,0.528571428571429,37,70,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,3,59,8,0.542448477848034,0.433494363929146
1,environment 1,subRoom1_5001_3,A208XIV14IN6VQ,6,1.475,0.475,19,40,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,9,19,12,0.583543535463944,0.404558404558405
1,environment 2,subRoom1_5001_3,A208XIV14IN6VQ,6,1.86666666666667,0.1,3,30,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,7,20,3,0.487655067693487,0.471111111111111
1,e1+e2,subRoom1_5001_3,A208XIV14IN6VQ,6,1.64285714285714,0.314285714285714,22,70,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,16,39,15,0.542448477848034,0.433494363929146
1,environment 1,subRoom1_5001_3,A3B9OZQTE4US3T,6,1.4,0.4,2,5,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,2,2,1,0.624085680832734,0.277777777777778
1,environment 2,subRoom1_5001_3,A3B9OZQTE4US3T,6,NA,NA,NA,NA,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,0,0,0,NA,NA
1,e1+e2,subRoom1_5001_3,A3B9OZQTE4US3T,6,NA,NA,NA,NA,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,2,2,1,0.624085680832734,0.277777777777778
1,environment 1,subRoom1_5001_3,A62LZWGKLMBT2,6,1.7,0.7,28,40,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,7,28,5,0.583543535463944,0.404558404558405
1,environment 2,subRoom1_5001_3,A62LZWGKLMBT2,6,2.5,0.566666666666667,17,30,50%,-0.17981907644212,-1.08275862068966,-0.566235327429419,-4.42119205298013,2,11,17,0.487655067693487,0.471111111111111
