"UNC6_sReduc_annealing_simulation_WAICi","UNC6_sReduc_annealing_simulation_alpha_p2.5","UNC6_sReduc_annealing_simulation_alpha_p25","UNC6_sReduc_annealing_simulation_alpha_p50","UNC6_sReduc_annealing_simulation_alpha_p75","UNC6_sReduc_annealing_simulation_alpha_p97.5","UNC6_sReduc_annealing_simulation_beta_p2.5","UNC6_sReduc_annealing_simulation_beta_p25","UNC6_sReduc_annealing_simulation_beta_p50","UNC6_sReduc_annealing_simulation_beta_p75","UNC6_sReduc_annealing_simulation_beta_p97.5","UNC6_sReduc_annealing_simulation_annealing_p2.5","UNC6_sReduc_annealing_simulation_annealing_p25","UNC6_sReduc_annealing_simulation_annealing_p50","UNC6_sReduc_annealing_simulation_annealing_p75","UNC6_sReduc_annealing_simulation_annealing_p97.5","UNC6_sReduc_annealing_simulation_theta_p2.5","UNC6_sReduc_annealing_simulation_theta_p25","UNC6_sReduc_annealing_simulation_theta_p50","UNC6_sReduc_annealing_simulation_theta_p75","UNC6_sReduc_annealing_simulation_theta_p97.5","UNC6_sReduc_annealing_simulation_soc_reduction_p2.5","UNC6_sReduc_annealing_simulation_soc_reduction_p25","UNC6_sReduc_annealing_simulation_soc_reduction_p50","UNC6_sReduc_annealing_simulation_soc_reduction_p75","UNC6_sReduc_annealing_simulation_soc_reduction_p97.5","UNC6_sReduc_annealing_simulation_soc_raw_p2.5","UNC6_sReduc_annealing_simulation_soc_raw_p25","UNC6_sReduc_annealing_simulation_soc_raw_p50","UNC6_sReduc_annealing_simulation_soc_raw_p75","UNC6_sReduc_annealing_simulation_soc_raw_p97.5","max_UNC6_sReduc_annealing_simulation_alpha","max_UNC6_sReduc_annealing_simulation_beta","max_UNC6_sReduc_annealing_simulation_annealing","max_UNC6_sReduc_annealing_simulation_theta","max_UNC6_sReduc_annealing_simulation_soc_reduction","max_UNC6_sReduc_annealing_simulation_soc_raw","max_UNC6_sReduc_annealing_simulation_log_lik","AIC_UNC6_sReduc_annealing","BIC_UNC6_sReduc_annealing","WAICi_UNC6_sReduc_annealing","log_lik_n_eff","log_lik_Rhat","alpha_n_eff","alpha_Rhat","beta_n_eff","beta_Rhat","soc_raw_n_eff","soc_raw_Rhat","soc_reduction_n_eff","soc_reduction_Rhat","theta_n_eff","theta_Rhat","annealing_n_eff","annealing_Rhat"
102.663214742445,0.572514402545845,0.826194486281286,0.909664384932662,0.967087899937231,0.998777035315893,-0.252203432153853,0.31947128661227,0.67666322973769,1.11920749004899,2.49032865641911,1.27435194204174,2.95917195426703,3.64110083130862,4.38444446636376,6.21710144619746,-3.29398083818443,-0.700570079619402,-0.113476321990812,0.226956849186013,1.00623286895539,-2.13369749643923,-1.08751128243454,-0.649815072977378,-0.172780224583908,0.906726659469865,-2.61218438597099,-1.79549150336945,-1.43549626502452,-1.04667822773723,-0.100927761904974,0.97066412558026,0.261821545739557,4.40327479665811,-1.72577453233752,-0.459363790162925,-1.80207614266996,-48.2140500476003,54.2140500476003,60.9595357737484,102.663214742445,1491.16049834453,1.00084274892768,1374.88868640223,1.00084460943483,1216.44206184411,1.00307740496016,1262.98651907929,1.00177169872544,1215.21445683533,1.00126433902095,1404.27788485495,1.00088505214453,1417.00364514021,1.00035138033792
42.1351832412878,0.527253268656059,0.769383143615259,0.877014458247203,0.949238679062635,0.998029594458774,1.21980206879796,2.53878099631925,3.28458035146043,4.18377542583721,6.72894390485355,1.79435243655873,3.32340183550818,4.13935356789125,5.29371217101454,9.73261350210382,0.745396544626379,1.55298907650925,2.17979579720933,2.97161387233359,5.5644194061761,-2.51079974952964,-1.29964987456956,-0.821854257363166,-0.419614802885082,0.661901889237962,-3.23020801310322,-2.16379137576979,-1.78144672395646,-1.44316495705176,-0.814058289801108,0.970293904371589,3.22779827236545,19.4610599755363,4.76351263449695,-0.831091471603915,-1.65654502376164,-18.3995445675615,24.3995445675615,31.1450302937096,42.1351832412878,1487.52258495031,0.999446240891678,1580.53803905996,0.998632932230204,1600,0.998804607301116,1268.57182859902,0.998465045132223,1322.74395973683,1.00670762745877,1339.7510148292,0.998853018422356,1237.89855377023,1.00182683956495
30.9844686548636,0.267310569397141,0.358522529198493,0.435062037738378,0.525288138084145,0.713495765550085,1.39951044383392,2.32080297030718,2.88033225195582,3.63147088428949,6.25048036727703,0.0401966923310667,2.5899292981861,3.37862776066728,4.24916135858968,6.50692224436594,-1.79431037940271,0.622659022221645,1.43472664927915,2.4177379721286,4.96246883037954,-4.38750668912103,-1.88827315900726,-1.12437768895605,-0.644371542610956,0.244208346004933,-4.66599378503553,-2.86270483521542,-2.19509523765593,-1.74802295941543,-1.12632423816551,0.402360070060052,7.52122887753547,-4.52242212365186,3.519543385776,-9.21174152269318,-1.48126819962343,-10.9859605300835,16.9859605300835,23.7314462562316,30.9844686548636,1456.70565926882,1.00302438776344,1503.34315519139,1.00110702404886,1259.86368119057,0.998633134075393,1012.16721409886,1.00906865254666,671.098503384886,1.00521818322279,1575.33374846828,0.998802004326473,1600,0.998803485222761
110.705732315819,0.842703628370072,0.939416663266967,0.970373939736872,0.990415156854343,0.999875188830491,0.670119617475199,1.63626934047797,2.2050012102191,2.90540826757335,4.72695161567049,1.12144800007287,2.9237417852558,3.77859212314415,4.63835105649478,7.28277501344912,-6.40304423322707,-1.80452215288914,-0.909288597561818,-0.378272925282991,0.188150260350231,-1.66709050421364,-0.813394563662128,-0.395800790352564,0.11057963714793,1.2165144132722,-1.9941173217852,-1.39858504713477,-1.09502024559019,-0.765863335808934,-0.0731187798771962,0.998266660302036,3.08718853865888,3.53803350961982,-1.73486991132364,-0.296173767026354,-0.997257864448615,-52.3175892049267,58.3175892049267,65.0630749310748,110.705732315819,1564.8870949686,0.997481078830711,1600,0.99849702032086,1600,1.00055604043874,1394.14575005365,1.00445418095372,1256.56549626903,1.00408656599301,480.16377284308,1.01047042048318,1539.05623406804,0.998638194150258
118.450332905153,0.428628154963078,0.679811262854871,0.807293733732428,0.90676481136922,0.993842417269641,-4.80150079730026,-3.58523682533049,-3.06777849964147,-2.61672313636482,-1.85659262713761,2.73085140075156,3.73835887712413,4.30565785659221,5.01086267541242,6.68022738807488,0.692284005969243,1.53270010167573,2.19140051809172,3.09133299970306,5.92961428599023,-2.30842125852882,-1.10891589861183,-0.61517357707939,-0.0996148236634924,1.31965812084118,-2.43130279958769,-1.70293440116952,-1.3893386564415,-1.09501875969984,-0.398967365144431,0.629316788223816,-4.50032579786761,6.10075570852605,3.52254054968007,-1.00250940146203,-0.888975736368579,-54.8312985424224,60.8312985424224,67.5767842685705,118.450332905153,1408.70526998486,0.997554959176244,1600,1.00138816762616,1523.43563117798,0.997002289358822,1545.97633681436,1.00256926222731,1469.3654690214,1.00128163430031,1103.12709145478,1.00338553477826,1600,0.997701910132728
52.3025703843599,0.369278188512966,0.595250790882401,0.733886276117488,0.856519351067008,0.991319407988828,0.635875831315745,1.43839881000274,2.00643023538431,2.54588258035587,3.91809231316162,2.01402183697245,3.52027775572346,4.34985766742611,5.4379864450148,8.84476490461401,0.446904571907458,1.34568391817483,2.01423224661948,2.82910526550845,5.50834125060154,-2.89864662165292,-1.47439595286712,-0.957053696864379,-0.463084901700132,0.504191346156047,-3.28453937340642,-2.24927532568174,-1.84616956649829,-1.51764340365539,-0.952206198697286,0.828823373469802,0.648178527077025,13.5680358492593,3.81637685487088,-0.674599941494071,-1.92568647374343,-22.9422990034806,28.9422990034806,35.6877847296287,52.3025703843599,1377.5055375046,1.0022086287428,1600,1.00209122805335,1369.88326900334,1.00373750833886,1174.7404445621,1.00278621088733,1092.57465055336,1.0009416905496,1432.54042499679,0.999791828552326,1367.02337057959,0.999537385207699
42.2754051757318,0.477789682155918,0.730285420550752,0.816038080488597,0.897520065490624,0.992110704554715,1.24727141362689,2.40470787376362,3.20772597689346,4.29139344092662,7.70682185575271,1.36371179629315,3.09601751301856,3.95973359535524,4.93873269082372,7.91156956831681,0.70913434893245,1.46456638368575,1.97152695793123,2.61569894034845,4.21535284579328,-2.2659569564526,-1.18637665312308,-0.705049803883249,-0.242918206891344,0.808856979044841,-2.38019416035102,-1.63020772477756,-1.26601094237542,-0.892878815432556,-0.0378489981721517,0.856699008430273,6.68406739525004,2.45132763125764,1.87019516683707,-1.13347202040965,-0.77733877502791,-17.9132899630972,23.9132899630972,30.6587756892453,42.2754051757318,1301.23659727661,1.00660714254983,1509.85768577689,1.00273149432985,1464.93549187834,1.00437581449747,1416.97868079555,0.998771543821133,1453.84611663287,1.00163053776462,1476.75788915829,0.999150934225411,1350.51600170578,1.00191160230385
81.6095605462128,0.211193115936479,0.323530685756215,0.409579076991161,0.512685509418086,0.743599554314169,-0.468347298690249,0.604876752885688,1.18020487514809,1.7599173842172,3.02153410148759,0.896161157493089,2.71019087652734,3.44567290522058,4.24655236799957,6.1282920763709,0.130234616927163,0.944723313602672,1.51957518582438,2.27349768166295,4.46233238488955,-2.55198910957065,-1.17855066347164,-0.696932108830639,-0.173777862383974,1.22797819964085,-3.3268055829112,-2.10562372141064,-1.67995916775424,-1.31735274292278,-0.595358729354224,0.399856357678313,0.22005341091883,5.24930525076676,1.61357079023529,0.905533839461565,-2.19858344530881,-37.9509841883108,43.9509841883108,50.6964699144589,81.6095605462128,1509.96535254777,1.00382194990932,1528.49056305753,0.997277554163562,1600,0.998550523461271,1009.13081726648,1.00901047722275,1241.59218442907,1.00444415764041,1511.18416230053,1.00006528158582,1600,0.997344348414573
33.1757035270701,0.448619496877276,0.777598072219868,0.8697227645994,0.94219637987799,0.997523301109775,0.905917698109168,1.86927652097833,2.41663096880108,3.08188330808101,4.97607358777846,1.90691207057071,3.44957113383215,4.28549339033175,5.35829638326361,8.91217577906587,0.526740322202224,1.56449568046399,2.23056263234847,3.01239276318831,5.88055679571314,-2.38273923023861,-1.12679101807051,-0.642691206957094,-0.14456584068163,1.53704117848046,-3.12443838430389,-2.09702207962078,-1.67839625727283,-1.3261266104135,-0.495417539557956,0.868282081863787,1.88277461764627,7.36323488224677,4.6172159160088,1.8280744708082,-3.04310757209755,-13.2411156424717,19.2411156424717,25.9866013686198,33.1757035270701,1503.48185510732,1.00125516798312,1532.96544854451,0.997546756073019,1592.32380111837,1.00022700369913,1313.37530467379,1.00218960891563,1460.22517570124,1.00132351706489,1113.74998474179,1.00188469340313,1257.20151043249,1.00444116620577
35.7453092684243,0.20137819536773,0.406447301125579,0.482268140597727,0.546907518195278,0.641826306223884,1.16826825826127,2.18731185676648,2.80950345230685,3.46058635892299,5.37810238190919,1.28872521457367,3.0660710821874,3.8866998258343,4.75967379578561,7.04563071627048,-0.143050809014582,1.2877534201015,2.08793472391684,2.95296379125761,5.88185318857642,-4.01050928798856,-1.8290982352815,-1.1680221740264,-0.720491111969387,0.0667870013381369,-3.97610777222337,-2.4277314086632,-1.88879532317637,-1.48075024122639,-0.75293401480239,0.514377479726457,3.72900447883814,2.70329137827411,2.81062791639456,-3.19693975841541,-0.770318085584617,-15.1059545371059,21.1059545371059,27.851440263254,35.7453092684243,1600,1.00181737763048,1429.19463429691,0.999850193532153,1552.86951110159,1.0012419932573,853.143809840362,1.00027008590819,860.581445126312,1.00342793332443,1414.50858552536,0.99940880736579,1531.46534857879,0.999426441970205
