A28HYRF3QXFAXL,eVvZG4F5K3WKkNR8AAA4,0.48,1.91,2.6,2.35,1,5,5,5,5,1,1,27,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2E8JMFYDBLEN4,KbaSuN0AMRCv3LIRAAAn,0.12,0,0.4,0.15,1,3,3,3,3,1,0,37,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2HCKWFKLJAMRG,Q53ErD5LXSE1rUAlAAAI,0.19,1.84,2.3,2.05,1,5,5,5,5,5,1,24,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2IBBWZFPZ5XEA,ZUIUp8eLvzfHcaOVAABF,0.03,1.83,2.1,1.85,1,5,5,4,4,4,0,25,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
A2J5T37QADQGAE,FWKezk4HA5PdPfr9AABj,0.41,1.96,2.6,2.35,1,5,5,5,,4,4,38,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2LLT6ZD683JKU,hZJRS9bVlG9BaowVAAAT,0.09,1.83,2.2,1.95,1,2,1,5,5,5,4,59,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
A2N3SBG44JOYJ0,rjmo3m5klgr0Wv_6AAAw,0,2.01,2.3,2.05,1,5,5,5,4,1,3,38,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2NJFL05J6UUPA,WRSDwqBp6DL9EjF8AAAc,0.01,1.81,2.1,1.85,1,3,4,4,4,3,4,36,2,United States,Mozilla/5.0 (X11; CrOS x86_64 7520.63.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2O2Q0LVWOWJ1G,GSLuFPjg1wft7JXhAAAY,0.04,1.96,2.3,2.05,1,4,5,5,5,3,3,42,2,United States,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,
A2QHK3FRFCEDBJ,GyqY7D41XGJzlMcIAAAV,0.07,1.82,2.1,1.85,1,4,5,3,4,4,2,31,1,United States,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
A2RGVPOAYEEC7K,xjZKAC-DcGSIyDRdAAAZ,0.03,1.98,2.3,2.05,1,5,4,4,5,1,1,24,1,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2S96ZZ70YFPSK,ckIRWKB1gEB0Gzl2AAA6,0.42,1.98,2.7,2.45,1,4,4,5,5,3,3,42,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2SM1GBN4ARGM4,1L-QBksAod_2KFTtAABJ,0.78,1.85,2.9,2.65,1,4,4,5,4,4,4,32,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2VWT8BP6X29B2,gNa5pduz7dLjHwypAAA7,0.41,1.94,2.6,2.35,1,3,4,4,5,2,4,53,2,United States,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
A2WJGI7XNUBRND,7IQvMnbNFNGlBU84AAA3,0.49,2.03,2.8,2.55,1,5,4,,5,1,3,50,1,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A2WQTSU6SSBUWC,Oz9GCzjUikwWnFJuAAAP,0.1,0.03,0.4,0.15,1,3,3,3,5,3,2,32,1,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3037FNBVPPAY9,YU0KFfGpZ_tEwPTqAABA,0.05,0,0.3,0.05,1,1,1,1,1,1,0,27,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A346UAH34GVOZX,t5AB9a8Uc3U_RLvXAAAt,0.04,1.77,2.1,1.85,1,2,2,4,5,1,4,56,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3579N2TITA69M,a246pcmqtb_s_k8NAABG,0,1.81,2.1,1.85,1,4,3,3,3,4,3,25,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A362CV8OOYJA6W,idInci2PRml04gXMAAAy,0.51,1.79,2.6,2.35,1,3,4,4,2,4,3,44,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A37S72JHDSZJY9,v4PZ3w1A5kVBN8ZPAAAC,0.3,1.96,2.5,2.25,1,5,4,5,5,4,4,23,2,United States,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A39Q4SNT7SRK94,RhZysQTCWKrjpYmtAAAk,0.02,0,0.3,0.05,1,5,5,5,5,5,4,25,1,United States,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A39YBLQYIUBR76,3iY1k140BdEDNmuDAAAe,0.19,1.96,2.4,2.15,1,5,5,3,5,5,3,42,1,United States,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/47.0.2526.73 Chrome/47.0.2526.73 Safari/537.36
A3CF8ULBSE8MTL,SfB6iyVvQ6Vycq1RAAAg,0.04,0,0.3,0.05,1,1,1,4,4,1,2,21,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3DGO2O513UJMO,hM_6ancMIH0axr-gAAAK,0.18,1.96,2.4,2.15,1,5,5,5,5,5,4,23,2,United States,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9
A3EWTW55UCNAHG,TjiJIFwq29fOSjkqAAAd,0,1.87,2.1,1.85,1,5,4,4,5,1,4,23,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3J64XWXR1DB78,KkFVaIaupuIuP6KiAAAH,0.26,1.87,2.4,2.15,1,4,3,2,5,1,2,26,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,
A3JQC1GCZQONN7,ycM9txVOG-IlQfOYAAAs,0.05,1.88,2.2,1.95,1,3,4,3,5,2,4,26,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3LD1G3R5NOVYH,MSLWdnNprmm0jKh8AAAJ,0.2,1.92,2.4,2.15,1,4,3,4,4,1,4,47,2,United States,Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0,
A3NS22CC45PE4P,lrdMFOplZ2a4mCoeAAB1,0.14,0,0.4,0.15,1,3,2,3,4,3,3,25,1,United States,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
A3O7NH5MWBWWNG,Q_1XnlE9zpNPQ6SbAAAb,0.02,1.87,2.1,1.85,1,5,2,5,4,2,4,32,1,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3OSOSJF0NZBSE,8olNfkTXT6Lyw_YHAAA2,0.49,2.04,2.8,2.55,1,3,2,4,5,3,1,40,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
A3OZ8KF0HWSVWK,XsvNMkiE4uafE2QoAAAu,0.02,1.95,2.2,1.95,1,3,3,5,5,5,3,50,1,United States,Mozilla/5.0 (Linux; Android 5.1.1; KFFOWI Build/LMY47O) AppleWebKit/537.36 (KHTML, like Gecko) Silk/47.1.80 like Chrome/47.0.2526.83 Safari/537.36
A3RO90I4O8I0O2,QEMOce07nZsWLJu1AAAF,0.27,1.81,2.3,2.05,1,,,,,,,22,1,United States,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3TBZUGQXBY8G1,td8A_SQ_mUf4uRY6AAA1,0.5,1.91,2.7,2.45,1,4,4,5,5,5,2,35,1,United States,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3TH4VAS25F4BG,1zZvKIGSg_Sh_OY4AAAx,0,1.93,2.2,1.95,1,2,2,5,5,5,4,50,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A3TZTSRQJQ97L8,9TZfB72MOg5DDcOsAAAD,0.29,2,2.5,2.25,1,2,2,5,5,1,1,30,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A873WJQ0BFX66,UjUwTLhNzby5gqaZAABK,0.74,2.01,3,2.75,1,3,4,5,5,3,3,28,1,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A87D3K9YVKTQ7,3tEmVQW-keDCfydoAAAh,0.04,0,0.3,0.05,1,3,4,4,2,5,4,33,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
A9YLTA7PS7OVP,PM6_KN32Rv3dn5EcAABD,0.09,1.93,2.3,2.05,1,5,4,5,5,3,4,31,1,United States,Mozilla/5.0 (Windows NT 6.0; rv:43.0) Gecko/20100101 Firefox/43.0,
AAS0V105QISPM,5B88T_Q-3Tn8Ki-NAABH,0.78,1.93,3,2.75,1,4,5,5,5,1,4,40,2,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
AAWMZ1HKXEFNY,eNpFZO9KIyznXeE4AAAf,0.18,1.99,2.4,2.15,1,3,3,4,4,1,1,40,1,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
AD2BE39Y1EPJ2,JF68qzh9P-BeC8qVAABw,0.78,1.93,3,2.75,1,3,1,5,5,1,0,23,1,United States,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
AFU00NU09CFXE,ulSagWEe4qVfe8KzAABI,0.78,1.91,2.9,2.65,1,1,1,5,5,5,2,42,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,
AHCQJAXLZ40MP,dL-xU16riYfmJmkEAAAv,0.01,1.99,2.3,2.05,1,3,5,5,5,3,4,33,1,United States,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
AKHH4W14A6AN9,4EU1WFMAmvYGGym4AABl,0.05,0,0.3,0.05,1,5,3,3,,3,2,34,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
APIMRVTG43CPH,g17KvDOFCwM1oga2AAAm,0.12,1.97,2.3,2.05,1,4,4,5,5,5,3,56,2,United States,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
AQVQHML14YYJH,BawdshfjsxZsqrtUAAAU,0.09,1.91,2.3,2.05,1,3,3,4,4,4,4,21,1,United States,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
ASI87SMGFEGLK,McgToZyMNZ4L6FWiAAAE,0.27,1.95,2.5,2.25,1,4,4,5,5,3,0,23,1,United States,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
ASU45AGYDV0ED,96I-RX3DtjzlW7BiAABE,0.08,1.9,2.2,1.95,1,3,4,5,5,3,2,49,2,United States,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36
